smiles,CYP2C9_class
CCOc1ccc(-c2noc(CCC(=O)OCc3ccccn3)n2)cc1,0
CN(C)CC(O)Cn1cc(C2CCN(CC3CCCCCCC3)CC2)c2cc(F)ccc21,0
COc1ccccc1N1CCN(CCNc2ccc3ccccc3n2)CC1,0
Cc1nn(C)c(C)c1C(=O)OCC(=O)Nc1ccc2c(c1)OC(F)(F)O2,0
C[C@@H]1COCCN1C(=O)NCc1ccc(N2CCCC2)nc1,0
CCCN(CC(=O)N(Cc1ccc(F)cc1)C1CCN(C(=O)C2CCCC2)CC1)S(=O)(=O)CCC,0
C[C@H](c1nnc(SCC(=O)Nc2sccc2C#N)n1-c1ccc(Cl)cc1)N(C)C,0
CCN[C@@H](CCO)[C@@H]1CCCCN1Cc1ccccc1,0
COc1cccc(CNc2ccc(C)cc2Cl)c1O,0
CC(C)COC1CCN(CC(=O)Nc2ccnn2[C@H](C)C2CC2)CC1,0
CC1NC(c2cc(C#N)ccn2)=NC1(c1ccc(F)nc1)c1ccc(F)nc1,0
COc1ccc2c(c1)CCc1c(C(=O)Nc3ccc(OC)cc3OC)noc1-2,0
COCCNCC1(CN2CCC(C)(C)C2)CCC(C)CC1,0
O=C(Nc1ccc(N2CCCC2)nc1)c1cc(C2CC2)on1,0
CN(C)CCCNC(=O)c1nnsc1-c1ccccc1,0
COc1cc(OC)cc(C(=O)NCc2nc(-c3cccc(C)c3)no2)c1,0
CCn1c(-c2ccccc2)nn(CC(=O)N[C@@H](C)Cc2ncccc2C)c1=O,0
O=C(CSc1nnc(-c2ccccc2)o1)Nc1cc(C(F)(F)F)ccc1N1CCCCC1,0
O=C(CC1CCN(C(=O)Nc2ccccc2)CC1)NCCN1CCCCC1,0
CC1(C)Cc2cccc(OCc3cc(N)ccn3)c2O1,0
Cc1ccc(S(=O)(=O)N2CCC(Cc3ccc(Br)cc3)(C(=O)O)CC2)cc1,0
CCCCCCOc1ccc(Br)cc1C(=O)Nc1ccc(C(=O)N2CCC(C)CC2)cc1,0
Fc1ccc(C2(CN[C@H]3CCOC3)CCC2)cc1,0
O=C(NCc1cc[nH]c(=O)c1)c1cc(F)c(Cl)cc1Cl,0
O=C(c1cccc2cccnc12)N1C2CCC1C(COc1ccc(F)cn1)C2,0
CCC(=O)c1ccc(OC[C@@H](O)CN2CCN(c3cc(Cl)ccc3C)CC2)cc1,0
COC(=O)c1cc(CNS(=O)(=O)c2cccc(Cl)c2F)oc1C,0
O=C(O)CSc1nc(Cc2ccccc2)nc2sc3c(c12)CCCC3,0
COC(=O)[C@H](Nc1nc2cc(C)ccn2n1)C(C)C,0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2cccc(OCCCCCCc3cn(CCCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nn3)c2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,0
CN1CCCC1c1ccc[n+](CCCCCCCCCCNCC2CCc3ccc(O)cc3O2)c1,0
Cc1c(Cl)cccc1NCC(=O)n1nc(-c2ccccc2)cc1-c1ccccc1,0
CN(C)CCOc1ccc(CCNC(=O)c2ccc(Br)o2)cc1Br,0
Cn1c(=O)[nH]c(N2CCC(c3ccccc3)CC2)c(Cc2ccccc2)c1=O,0
O=C(O)CC1CCCc2c1n(Cc1ccc(Cl)cc1)c1ccccc21,0
COc1cc(C(=O)Nc2ccc(OCC(=O)Nc3cc(C)on3)cc2)cc(OC)c1OC,0
COc1ccc(NC(=O)[C@H]2CC=CCC2)c(OC)c1OC,0
CCN(Cc1ccccn1)C[C@@H](CN)CC(C)C,0
COc1cccc(-c2ccccc2CN2CCN(c3ccccc3OC)CC2)c1,0
Cc1nn(CC(C)C)cc1S(=O)(=O)N1CCCN(c2ccccn2)CC1,0
Cc1n[nH]cc1-c1ccc2cc(CCN3CCCC3C)ccc2n1,0
COc1cccc(C(=O)Oc2c(S(=O)(=O)c3ccc(C)cc3)c(C)nn2-c2ccccc2)c1,0
COc1ccc(CNC(=O)c2cnc(Oc3ccccc3)cn2)cn1,0
CNC(=O)[C@H](C)CN(C)Cc1ccc(-c2ccc(Cl)cc2)o1,0
C=C(C)CN(CC)C(=O)c1ccc(=O)n(Cc2ccccc2)n1,0
Oc1ccc(-c2ccc(F)cc2)c(F)c1,0
COc1cc(CN2CCOC(COc3cccc(F)c3)C2)ccc1Cl,0
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1c(C)ccc1C,0
COCC[C@@H](C)NC(=O)c1cc(C)nc2cc(F)ccc12,0
COC(=O)[C@H](CC(C)C)NC(=O)CSc1ccccc1F,0
CCSc1nnc(SCC(=O)Nc2ccc(Br)cc2C)s1,0
CCOc1ccc(F)c(C(=O)N2CCN(C(=O)c3ccoc3)CC2)c1F,0
CC(C)CCC[C@H](C)[C@@H]1CC[C@H]2[C@H]1CC[C@H]([C@@]1(C)CC[C@@H](OC(C)(C)C)C[C@H]1O)[C@@H]2CO,0
Cc1cc(OCCCc2c(C(=O)NC(C)(C)C)[nH]c3ccccc23)cc(C)c1Cl,0
Cc1ccc(C#Cc2ncn3c2COc2ccccc2-3)cc1,0
CCC[C@H](O)[C@](C)(CC)N(CC)CC,0
Cc1ccc(NC(=O)CSc2ccc(NC(=O)C(C)C)nn2)cc1F,0
CCOc1cccc([C@@H](C)NCc2ccn(C3CCCC3)n2)c1,0
CN(Cc1ccc(-c2nccnc2NS(=O)(=O)c2ccc(Cl)cc2)cc1)c1ccccc1,0
O=C(c1ccccc1C(F)(F)F)N(CC1CCCC1)C1CCNC1,0
CN(C)C(=O)CN(c1ccccc1)S(=O)(=O)N1CCCCC1,0
CCCc1ccc([C@@H](NC(=O)C2CCOCC2)c2cccs2)cc1,0
CCC(C)C(N)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CCCCNC(=O)CN1CCN(CC(=O)NCCCCCCCC(=O)O)CCN(CC(=O)NCCCCCCCC(=O)O)CCN(CC(=O)NCCCCCCCC(=O)O)CC1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,0
C=CCN(CC=C)[C@@H](CNC(=O)NCc1cccc(C#N)c1)C(C)C,0
NS(=O)(=O)c1ccc(CNS(=O)(=O)C2OC(C(=O)O)C(O)C(O)C2O)cc1,0
COc1ccc(-c2ncn3c2-c2cc(OC)c(OC)cc2CC3)cc1,0
C[C@H]1C[C@H](C)CN(C(=O)[C@@H](C)NS(=O)(=O)c2cnn(C)c2)C1,0
CCS(=O)(=O)c1ccc(NC(=O)N2CCCC[C@@H]2c2ncc[nH]2)cc1,0
CC[C@@H]1C(=O)NCCN1Cc1ncoc1C(C)C,0
CC[C@@H](N)[C@H](c1sccc1C)N1CCN2C(=O)NC[C@@H]2C1,0
Cn1cc(C(=O)N2CC[C@@](O)(CN3CCOCC3)C(C)(C)C2)ccc1=O,0
NC(=O)c1ccc(Oc2ccc(CN3CCCC3c3cccnc3)cc2)c(Cl)c1,0
CC(=O)Nc1ccc(Cl)c(NC(=O)Cn2c(=O)oc3ccccc32)c1,0
CCCCS(=O)(=O)NCC(=O)N1C[C@H](c2ccccc2C)OC[C@H]1C,0
O=S(=O)(c1ccc(F)cc1Br)N1CCN(c2cc(Cl)ncn2)CC1,0
CC(C)(C)O[C@H](C(=O)O)c1ccccc1,0
CCCNc1ncnc2c1cnn2CCNC(=O)[C@H]1COc2ccccc2O1,0
CN(C)C(=O)[C@@H]1CC(=O)OC12CCCCC2,0
CN(Cc1ccccc1)c1oc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)nc1C#N,0
Cc1nccn1CCNC(=O)C[C@H](c1ccccc1)c1ccc2c(c1)OCO2,0
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCNc3ccccc32)cc1,0
Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)N(Cc1cn(CCOCCOCCOCC(=O)Nc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)nn1)C(=O)N2C,0
O=C1CCCC1(c1ccccc1)c1ccccc1,0
CN1CCC(N(C)C(=O)C2CN(S(=O)(=O)c3ccc4c(c3)OCCO4)c3ccccc32)CC1,0
CCOC(=O)c1cnc2nc(C)ccc2c1Nc1cccc(Br)c1,0
CCC1=C(C)C2=Cc3c(CCNC(C)=O)c4cc(OC)ccc4n3[B-](F)(F)[N+]2=C1C,0
CCN(Cc1ncc(C(=O)O)c(NC(C)C)n1)S(=O)(=O)c1ccc(Cl)cc1,0
O=C(C[C@H]1CCCCO1)Nc1ncccc1Br,0
O=C(O)c1nnn(-c2cccc(C(F)(F)F)c2)c1-c1ccccc1,0
C[C@@H](CC#N)NCCC(=O)N(C)Cc1ccccc1Br,0
CCOC(=O)C[C@H](C)CNC(=O)N[C@@H](C)C(C)C,0
Cc1cc([C@H](C)NC(=O)NC[C@H]2CCN(C3CC3)C2)cc(C)c1F,0
CC(C)C(=O)NCCN[C@@H](C)c1ccoc1,0
Clc1ccc(Cc2noc(-c3cccs3)n2)cc1,0
Oc1cc(C(F)(F)F)c2cc(N(CC3CC3)CC(F)(F)F)ccc2n1,0
CC[C@H]1CCCCN1C(=O)c1cc(-c2cccs2)on1,0
COCCN1C[C@H](c2cc(N(C)C)nc(CN(C)C(=O)c3ccccc3)n2)CC1=O,0
Cc1ccccc1CNc1nc(Cl)nc2c1ncn2C1SC(C(=O)N2CCOCC2)C(O)C1O,0
O=C(CCNC(=O)Cc1ccc(F)cc1F)NCc1cccnc1,0
CC(C)CCN1CCC(CNC(=O)CC2=CCCCC2)CC1,0
O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1cnccn1)CC2,0
CN(C)C[C@@]1(O)CCCN(Cc2ccccc2Cn2cccn2)CC1,0
CN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)C12CC3CC(CC(C3)C1)C2,0
Cc1cc(C)n2c(CN3C[C@H](CO)OC[C@@H]3C)cnc2n1,0
CNCCC(Oc1cccc2c(O)cccc12)c1cccs1,0
COCc1ccc(CN2CCC[C@@H](c3cn[nH]c3)C2)cc1,0
Cn1c(=O)c2nc(S(=O)(=O)CCC(=O)Nc3ccccc3)n(C)c2n(C)c1=O,0
CCCc1ccccc1OC(C)C1=NCCN1,0
O=C(CC(F)(F)F)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,0
Cc1noc(C)c1COc1cc2ccccc2cc1C(=O)N[C@H](C)c1ccc(F)cc1F,0
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,0
COc1ccccc1NCC(=O)NC[C@@H](O)c1ccccc1Cl,0
COc1ccccc1[C@H]1[C@H]2CCCC[C@@]2(O)CCN1C(=O)C1c2ccccc2Oc2ccccc21,0
COc1ccccc1N1CCN(CCn2c(=O)[nH]c3c(sc4ccc(NC(=O)CCCN(C)C)cc43)c2=O)CC1,0
COc1cc(C)c(CN[C@H](C)c2cnc(-c3ccncc3)nc2C)cc1C,0
CN(CC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)C(=O)N1CCC(NCc2cccs2)CC1,0
CCNC(=O)c1cnn(-c2ccccc2)c1C(C)C,0
Cc1ccc(OC[C@H](O)CN2C[C@@H](C)O[C@H](C)C2)c(C)c1,0
O=C(COc1ccc(C(=O)NCc2ccccn2)cc1)Nc1cccc(C(F)(F)F)c1,0
O=C(NCC1([C@H](O)c2ccccc2)CC1)c1ccc(-n2ccnn2)cc1,0
CC(=O)c1c(C)[nH]c(C(=O)Nc2ccccc2C(=O)Nc2cccc(C(F)(F)F)c2)c1C,0
O=c1cc(-c2ccccc2)oc2ccccc12,0
C[C@H](NC(=O)c1cc(-c2ccco2)on1)C(=O)O,0
COc1ccccc1-n1cnnc1SCc1n[nH]c(=O)[nH]1,0
CCOc1cccc(C(=O)Nc2ccc(CN(CC)CC)cc2)c1,0
O=C(c1ccno1)N1CCC(CNc2nccc3nc(C(F)(F)F)ccc23)CC1,0
CC(C1CCCCC1)N1CCC(N2C(=O)Cc3ccccc32)CC1,0
O=C(Cc1csc(NC(=O)c2ccc(Cl)cc2)n1)Nc1cccc2ccccc12,0
CCOc1ccccc1NC(=O)C1CCN(S(=O)(=O)C2=CC3=C4CCCCCC4=N[C@H]3C=C2)CC1,0
O=C1[C@H](C2CCN(Cc3ccc4ncccc4c3)CC2)CC=CCN1Cc1ccc(F)cc1,0
CC(C)CNCc1ccc(OCc2ccc(Cl)s2)cn1,0
C[C@@H](Oc1ccc(F)cc1Cl)C(=O)NCCc1csc(-c2ccccc2)n1,0
CCc1nn(C)cc1CNCc1c[nH]nc1-c1ccccc1F,0
Cc1cccc(-c2noc(CN(C(=O)COc3cc(C)c(Cl)c(C)c3)C(C)C)n2)c1,0
COc1ccc(-c2c3cc4c(cc3cc(=O)n2NC(=O)OC(C)(C)C)OCO4)cc1,0
CC(C)N(c1ccccc1)S(=O)(=O)c1cc(F)cc(F)c1,0
CN(C)CC[C@@H]1CN(C(=O)Cc2ccc(F)cc2Cl)CCO1,0
Cn1c(=O)n(C2CCNCC2)c2c3nc(-c4cnn(CCO)c4)ccc3ncc21,0
C[C@@H]1CC(C(=O)Nc2cc(C(C)(C)C)nn2-c2ncccn2)C[C@H](C)O1,0
c1ccc(N[C@@H]2CCNC2)cc1,0
CCCc1nc(C(C)(C)NC(=O)c2sc(-c3ccc(OCC)cc3)nc2C)no1,0
CC(C)OCCOC(=O)[C@@H]1CC[C@H](CN)O1,0
C[C@H](O)CCN(C)Cc1nnc(-c2cccc(Cl)c2)o1,0
CC[C@@H](C)n1ncc(C(=O)OCC(=O)NC(C)C)c1C1CC1,0
COC(=O)c1cccc(S(=O)(=O)Nc2ccccc2SCC(F)(F)F)c1,0
CN(C)CCCNc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2Oc2cccc3c2CCC(=O)N3)cc1[N+](=O)[O-],0
Cc1ccccc1OCCCN1CCCC[C@@H]1CCO,0
O=C1c2ccccc2C(=O)N1CCCCN1CCCN(C(c2ccccc2)c2ccccc2)CC1,0
CN(Cc1ccccc1)C(=O)c1cnn2c1CN(CC(=O)c1ccc(Cl)cc1)CC2,0
COc1ccc(CN2CCCN(C(=O)c3csnn3)CC2)cc1,0
CC(=O)N[C@H](C)C(=O)N1CCC[C@H]1c1cccc2ccccc12,0
CNC[C@@H](CCSc1ccccc1)Cc1cccc(Br)c1,0
CC1CCN(Cc2c[nH]c3ccccc23)CC1,0
Cc1cnc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)s1,0
O=C(NCCN1CCOCC1)[C@@H]1[C@H](C(=O)O)[C@H]2C=C[C@@H]1C2,0
CCC(CC)(Cc1nc2ccc(OCc3ncc(C)cc3F)cc2n1Cc1ccc(C#N)cc1)C(=O)O,0
CCN(CC1CCN(CCc2ccccc2C)CC1)C(=O)Cn1cccn1,0
N#Cc1ccccc1S(=O)(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1-c1ccc2c(c1)OCO2,0
C[C@@H]1CCN(C(=O)NCc2ccnc(N3CCN(C)CC3)c2)C[C@H]1O,0
CCOC(=O)C[C@H](C)CNC(=O)N[C@@H](C)C(C)(C)CN(C)C,0
C[C@H]1CN(C(=O)NCCc2ccc(C(F)(F)F)cc2)C[C@H](C)O1,0
CCCC(=O)Nc1cccc(NC(=O)Cn2nc3ccccn3c2=O)c1,0
OC1(C2CCCCC2)CCN(C(c2ccccc2)c2ccccc2)CC1,0
Cc1ccc(CN(C)C(=O)[C@H](C)Oc2ccc(Cl)cc2C)o1,0
COc1ccc(C(C(=O)NCCC(c2ccccc2)c2ccccc2)c2ccccc2)cc1,0
CC(C)c1noc(-c2ccc(OCC(=O)O)cc2)n1,0
C[C@H]1OCC[C@@H]1[C@H](O)c1cc(F)c(Br)cc1F,0
COCCN(CCOC)c1ncnc(Nc2cccc(Cl)c2)c1N,0
COc1ccc(CN2CCC[C@H]2c2cnn(C)c2C)c(Cl)c1OC,0
COc1ccc(C(=O)Nc2sc3c(c2C(=O)OC(C)C)CC[C@@H](C)C3)cc1OC,0
CC(C)CCC(=O)N1CCC[C@H]1C(=O)O,0
CCOC(=O)N1CCN(C(=O)c2oc3ccc(S(=O)(=O)N4CCC5(CC4)OCCO5)cc3c2C)CC1,0
CC(C)(O)[C@H]1CCCN(c2ncc(F)c(N3CCCC3)n2)C1,0
CCN(CC1CC1)C(=O)N[C@H](c1ccc2c(c1)OCCO2)C(C)C,0
Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCCCCCCCCNc4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)nc(C)c3c2C)cc1,0
CCCc1ccc(C(=O)CCC(=O)OC[C@H]2CCC(=O)N2)cc1,0
CC(=O)Nc1ccc(S(=O)(=O)NCCC(=O)OCC(=O)Nc2ccc(OC(F)F)cc2)cc1,0
C[C@@H](NC(=O)COc1ccc(Br)cc1)c1cc2ccccc2o1,0
O=C(Nc1ccc(OCC(F)(F)F)cc1)N1CCOc2ccccc2C1,0
NC(=O)c1cccc(OCCC(=O)Nc2cnn(CC(F)F)c2)c1,0
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(CCc6ccccc6)CC5)c([N+](=O)[O-])c4)c(Oc4cccc(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,0
CCNC(=O)COc1ccc(NC(=O)CN(CC)CC)cc1,0
COC(=O)CSc1nc2cc(-n3nc(C(C)(C)C)sc3=O)c(F)cc2s1,0
CCc1cc(CNC(=O)Nc2ccc(-c3csnn3)cc2)on1,0
Cc1cccc(NC(=O)Nc2nc(CC(=O)Nc3ccc(-c4nc5ccc(C)cc5s4)cc3)cs2)c1,0
Nc1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1,0
CCCc1cc(NC(=O)CCc2nc[nH]n2)n(C)n1,0
CC(C)[C@@H](NC(=O)c1ccccc1Cl)C(=O)NC[C@@H](c1ccco1)N(C)C,0
CC(C)n1ncc2cc(CN3CCC[C@H]4CCC[C@@H]43)c(Cl)nc21,0
Nc1ncc(-c2cc(C3C4CN(C5COC5)CC43)n(CC3CC3)n2)cc1OC(F)F,0
COc1ccc2c(c1)C(=O)N(CC1(C#Cc3ccccc3C=O)NC(=O)NC1=O)C2,0
O=C(NCc1ccccn1)[C@@H]1[C@H]2C=C[C@]3(CN(CCc4c[nH]c5ccccc45)C(=O)[C@@H]13)O2,0
C=C[C@H](N)[C@@H](C)OC,0
O=c1[nH]c(CN2CCC(O)C2)nc2c1sc1ccc(-c3ccsc3)cc12,0
CC(C)NC(=O)c1cn(CCN2CCN([C@@H](C)Cc3cccc(C(F)(F)F)c3)CC2)nn1,0
O=C1CCC(N2C(=O)c3ccc(NCCOCCOCCOCCOCCC(=O)N4CCN(c5ccc(C(=O)Nc6n[nH]c7ccc(Cc8cc(F)cc(F)c8)cc67)c(NC6CCOCC6)c5)CC4)cc3C2=O)C(=O)N1,0
Cc1nc(CC(C)C)sc1C(=O)Nc1ccc(-c2nncn2C)cc1,0
COc1ccc(C(=O)N(CCN2CCOCC2)CC(=O)N(Cc2ccccc2)Cc2ccco2)c(OC)c1,0
