SMILES,challenge_cyp1a2,challenge_cyp2c9,challenge_cyp2d6,challenge_cyp3a4,qhts_cyp1a2,qhts_cyp2c9,qhts_cyp2d6,qhts_cyp3a4,pharmabench_cyp2c9,pharmabench_cyp2d6,pharmabench_cyp3a4,tox21_cyp1a2,tox21_cyp2c9,tox21_cyp2d6,tox21_cyp3a4,chembl_cyp1a2,chembl_cyp2c9,chembl_cyp2d6,chembl_cyp3a4,octant_cyp3a4,qhts_cyp1a2__lt,qhts_cyp2c9__lt,qhts_cyp2d6__lt,qhts_cyp3a4__lt
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,,,,,,,,,,,,,4.759747870820555,,,,,,,,False,False,False,False
Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,,,,,,,,,,,,4.365337362943378,4.365337362943378,,,,,,,,False,False,False,False
Brc1cc2c(cc1/C=N/Nc1nc(N3CCCC3)nc(N3CCOCC3)n1)OCO2,,,,,4.800000874803203,5.149999867728904,,5.550000451689026,,,,,,,,4.8,5.15,4.55,5.55,,False,False,False,False
Brc1cc2ccccc2c2ccccc12,,,,,,,,,,,,6.495393229358046,4.245333705878432,,,,,,,,False,False,False,False
Brc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1,,,,,5.59999938302362,5.0,4.2441251443275085,4.2441251443275085,,,,,,,,5.6,5.0,,,,False,False,True,True
Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1,,,,,5.40000018605658,4.450000476425332,4.849999245077862,4.2441251443275085,,,,,,,,5.4,4.45,4.85,,,False,False,False,True
Brc1ccc(-c2n[nH]cc2CN2CCN(C3CCOCC3)CC2)cc1,,3.74740795,7.08157569,3.67145394,,,,,,,,,,,,,,,,,False,False,False,False
Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1,,,,,6.499999678657065,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,6.5,,,,,False,True,True,True
Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,,,,,5.899998417198648,5.0,4.2441251443275085,4.2441251443275085,,,,,,,,5.9,5.0,,,,False,False,True,True
Brc1ccc(-c2noc(-c3ccnn3C3CCCC3)n2)o1,5.494513645,,,,,,,,,,,,,,,,,,,,False,False,False,False
Brc1ccc(-n2c(SCc3ccccc3)nnc2-c2ccncc2)cc1,,,,,,,,,,,5.886056647693163,,,,,,5.37,,5.89,,False,False,False,False
Brc1ccc(/C=C/C=N/Nc2nc3ccccc3s2)cc1,,,,,5.650000220873455,5.149999867728904,4.2441251443275085,4.2441251443275085,,,,,,,,5.65,5.15,,,,False,False,True,True
Brc1ccc(Br)c(Br)c1,,,,,,,,,,,,4.348864512263225,,,,,,,,,False,False,False,False
Brc1ccc(Br)cc1,,,,,,,,,,,,4.205998803245695,,,,,,,,,False,False,False,False
Brc1ccc(C2(CNC(c3cccnc3)c3ncc[nH]3)CCOCC2)cc1,,,5.622023915,,,,,,,,,,,,,,,,,,False,False,False,False
Brc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)s1,,,,,,,,,,,,,,,,5.3,4.65,5.35,5.45,,False,False,False,False
Brc1ccc(CSc2nccn2-c2ccccc2)cc1,,,,,6.40000018605658,4.849999245077862,4.849999245077862,5.100000128334196,,,,,,,,6.4,4.85,4.85,5.1,,False,False,False,False
Brc1ccc(Cc2nc(N3CCNCC3)no2)c2ccccc12,,,2.763881913,,,,,,,,,,,,,,,,,,False,False,False,False
Brc1ccc(N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1,,,,,,,,4.2441251443275085,,,,,,,,,,,,,False,False,False,True
Brc1ccc(N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1.Cl,,,,,4.849999245077862,4.700000503883016,4.59999938302362,,,,,,,,,,,,,,False,False,False,False
Brc1ccc(N=CCC=C/C=N/c2ccc(Br)cc2)cc1,,,,,,,,,,,,,,,,4.85,4.7,4.6,,,False,False,False,False
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,,,,,,,,,,,,4.57209930248178,4.797100584682206,4.598864942530007,,,,,,,False,False,False,False
Brc1ccc(Oc2ccc(Br)cc2)cc1,,,,,,,,,,,,4.698687841082801,4.573687838688421,,,,,,,,False,False,False,False
Brc1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,4.5184305581591575,4.306118789647335,,,,,,,,False,False,False,False
Brc1ccc([C@H]2CN3CCSC3=N2)cc1,,,,,4.80067189392439,4.2441251443275085,4.2441251443275085,4.59999938302362,,,,,,,,4.8,,,4.6,,False,True,True,False
Brc1ccc2[nH]c(-c3noc([C@@H]4C[C@H]5CC[C@@H]4O5)n3)cc2c1,5.744338573,,,5.15852155,,,,,,,,,,,,,,,,,False,False,False,False
Brc1ccc2[nH]c3c(c2c1)CCCC3Nc1ccccc1,,,,,,,,,,,,,,,,,,4.5,,,False,False,False,False
Brc1ccc2c3c(cccc13)-c1nc3ccccc3nc1-2,,,,,,,,,,,,,,,,7.66,,,,,False,False,False,False
Brc1ccc2cccnc2c1,,,,,5.59999938302362,,4.2441251443275085,4.2441251443275085,,,,,,,,5.6,,,,,False,False,True,True
Brc1ccc2ncnc(Nc3cccc4ccccc34)c2c1,,,,,5.800000874803203,5.59999938302362,4.849999245077862,4.2441251443275085,,,,,,,,5.8,5.6,4.85,,,False,False,False,True
Brc1cccc(-c2ccccc2)c1,,,,,,,,,,,,4.895687051109111,,,,,,,,,False,False,False,False
Brc1cccc(C2CCN(c3ncnc4nc[nH]c34)C2)c1,5.060590572,5.025751562,,,,,,,,,,,,,,,,,,,False,False,False,False
Brc1cccc2c1CCC2NCc1noc2c1COCC2,5.513475127,,4.806376463,,,,,,,,,,,,,,,,,,False,False,False,False
Brc1ccccc1,,,,,,,,,,,,4.451350206101622,,,,,,,,,False,False,False,False
Brc1ccccc1-c1ccccc1,,,,,,,,,,,,4.8727882616839535,4.472787841256883,4.24738349770797,,,,,,,False,False,False,False
Brc1ccccc1C1CCCN1c1ncnc2[nH]ncc12,,,,4.83500393,,,,,,,,,,,,,,,,,False,False,False,False
Brc1ccccc1OCCOCCOc1cccc2cccnc12,,,,,5.650000220873455,,4.2441251443275085,,,,,,,,,5.65,4.95,,4.4,,False,False,True,False
Brc1cnc(C2CCCN2c2ncnc3[nH]ncc23)nc1,,,,3.669963445,,,,,,,,,,,,,,,,,False,False,False,False
Brc1cncc(-c2cn(Cc3ncc(C4CC4)o3)nn2)c1,5.596873645,,,,,,,,,,,,,,,,,,,,False,False,False,False
C#CC(C)(C)C[C@]1(c2ccccc2)CCN([C@@H](C)c2ccc(-c3ccc(=O)[nH]c3)cc2)C(=O)O1,,,,,,,,,,,,,,,,,4.77,,5.22,,False,False,False,False
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,,,,,,,,,,,,4.921747128694939,4.14463048061975,,4.521747471272281,,,,,,False,False,False,False
C#CC(O)C(CC)CCCC,,,,,,,,,,,,,4.198864633756791,,4.195992853319044,,,,,,False,False,False,False
C#CC(O)CCC,,,,,,,,,,,,4.173145464019715,,,,,,,,,False,False,False,False
C#CC(O)CCCCC,,,,,,,,,,,,4.195333870479099,,,,,,,,,False,False,False,False
C#CCC(C(=O)OC)(C(=O)OC)C(C[N+](=O)[O-])c1ccccc1,,,,,,,,5.499996931948306,,,,,,,,,,,5.5,,False,False,False,False
C#CCC(Cc1ccccc1)Nc1ccc2nccnc2n1,,,4.754357755,,,,,,,,,,,,,,,,,,False,False,False,False
C#CCC(Oc1c(N)ncc2c(-c3cnn(C4CCNCC4)c3)coc12)c1c(Cl)ccc(F)c1Cl,,,,,,,,,,,,,,,,,,,5.8,,False,False,False,False
C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,,,,,,,,,,,,4.601707487305929,4.901705926792491,4.401706426537025,5.051704426973,,,,,,False,False,False,False
C#CCC1CCCN(C(=O)c2cc(-c3cccc(C(F)(F)F)c3)nc3onc(C)c23)C1,,,,6.171894857,,,,,,,,,,,,,,,,,False,False,False,False
C#CCCC(=O)Nc1nc(-c2ccc(NS(C)(=O)=O)cc2)cs1,,4.716332523,,,,,,,,,,,,,,,,,,,False,False,False,False
C#CCCCC(=O)Nc1ccccc1,,,,,4.699485254109518,4.2441251443275085,4.899998417198648,4.59999938302362,,,,,,,,4.7,,4.9,4.6,,False,True,False,False
C#CCCCC(=S)Nc1ccccc1,,,,,4.899813936040543,4.40000018605658,4.40000018605658,4.59999938302362,,,,,,,,4.9,4.4,4.4,4.6,,False,False,False,False
C#CCCCCCCCCCCCC(O)CC(O)CO,,,,,,,,4.40000018605658,,,,,,,,,,,4.4,,False,False,False,False
C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,,,,,,,,4.40000018605658,,,,,,,,,,,4.4,,False,False,False,False
C#CCCCCCCCCCCCCCCCC(=O)O,,,,,5.199985438932609,4.899998417198648,4.700000503883016,4.2441251443275085,,,,,,,,5.2,4.9,4.7,,,False,False,False,True
C#CCCCCCCCCCCCCCCCCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,,,,,,,,,,,,,,,,,,4.66,,,False,False,False,False
C#CCCCCCCCCCCCCCCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,,,,,,,,,,,,,,,,,,5.62,4.73,,False,False,False,False
C#CCCCCCCCCCCCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,,,,,,,,,,,,,,,,,,4.07,4.26,,False,False,False,False
C#CCCCCCCCCCCCc1ccco1,,,,,,,,4.40000018605658,,,,,,,,,,,4.4,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@@H]12,,,,,4.2441251443275085,4.2441251443275085,5.799999504698301,5.499996931948306,,,,,,,,,,,,,True,True,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@H]12,,,,,4.2441251443275085,4.2441251443275085,5.399996913372259,5.39999854971442,,,,,,,,,,,,,True,True,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.499998305302686,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.39999854971442,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CC)C(=O)[C@H]3CC[C@@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,True,True,True,True
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CC)C(=O)[C@H]3CC[C@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,True,True,True,True
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CCC(=O)OCC)C(=O)[C@H]3CC[C@@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.499996931948306,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CCC(=O)OCC)C(=O)[C@H]3CC[C@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.299998902651582,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C[C@@H]4CCCO4)C(=O)[C@H]3CC[C@@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.39999854971442,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C[C@@H]4CCCO4)C(=O)[C@H]3CC[C@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.199998172182031,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3CC[C@@H]12,,,,,4.2441251443275085,4.2441251443275085,5.199998172182031,6.299994570061653,,,,,,,,,,,,,True,True,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3CC[C@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.900003591826982,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]3CC[C@@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,True,True,True,True
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]3CC[C@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.39999854971442,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.39999854971442,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.39999854971442,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@@H]12,,,,,4.2441251443275085,4.2441251443275085,5.39999854971442,5.499998305302686,,,,,,,,,,,,,True,True,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@H]12,,,,,4.2441251443275085,5.699996150664601,5.399996913372259,5.39999854971442,,,,,,,,,,,,,True,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@@H]3CC[C@@H]12,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.499998305302686,,,,,,,,,,,,,True,True,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@@H]3CC[C@H]12,,,,,4.2441251443275085,5.799999504698301,4.2441251443275085,5.39999854971442,,,,,,,,,,,,,True,False,True,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(-c4ccc(F)cc4F)c3O)CC[C@@H]12,,,,,,,,,,,,,,,,,,,5.5,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(-c4ccc(F)cc4F)c3O)CC[C@H]12,,,,,,,,,,,,,,,,,5.8,,5.400000000000001,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(-c4cccc(Oc5ccccc5)c4)c3O)CC[C@@H]12,,,,,,,,,,,,,,,,,,5.4,5.5,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(-c4cccc(Oc5ccccc5)c4)c3O)CC[C@H]12,,,,,,,,,,,,,,,,,5.7,5.4,5.400000000000001,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(C(C)(C)C)c3O)CC[C@@H]12,,,,,,,,,,,,,,,,,,5.8,5.5,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(C(C)(C)C)c3O)CC[C@H]12,,,,,,,,,,,,,,,,,,5.4,5.400000000000001,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(C4CCCCC4)c3O)CC[C@@H]12,,,,,,,,,,,,,,,,,,,5.5,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(C4CCCCC4)c3O)CC[C@H]12,,,,,,,,,,,,,,,,,,,5.400000000000001,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(CCC(=O)OCC)c3O)CC[C@@H]12,,,,,,,,,,,,,,,,,,,5.5,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(CCC(=O)OCC)c3O)CC[C@H]12,,,,,,,,,,,,,,,,,,,5.3,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(C[C@@H]4CCCO4)c3O)CC[C@@H]12,,,,,,,,,,,,,,,,,,,5.400000000000001,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(C[C@@H]4CCCO4)c3O)CC[C@H]12,,,,,,,,,,,,,,,,,,,5.2,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(Cc4ccc5c(c4)OCO5)c3O)CC[C@@H]12,,,,,,,,,,,,,,,,,,5.2,6.3,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(Cc4ccc5c(c4)OCO5)c3O)CC[C@H]12,,,,,,,,,,,,,,,,,,,5.900000000000001,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(Cc4ccccc4)c3O)CC[C@H]12,,,,,,,,,,,,,,,,,,,5.400000000000001,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n([C@@H](C)c4ccccc4)c3O)CC[C@@H]12,,,,,,,,,,,,,,,,,,,5.400000000000001,,False,False,False,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n([C@@H](C)c4ccccc4)c3O)CC[C@H]12,,,,,,,,,,,,,,,,,,,5.400000000000001,,False,False,False,False
C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(-c3ccccc3)c(=O)n12,,,,,4.2441251443275085,4.2441251443275085,5.299997602857746,4.2441251443275085,,,,,,,,,,5.3,,,True,True,False,True
C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(C)c(=O)n12,,,,,4.2441251443275085,4.2441251443275085,5.499996931948306,4.2441251443275085,,,,,,,,,,5.5,,,True,True,False,True
