SMILES,pac50_cyp1a2,pac50_cyp2c9,pac50_cyp2d6,pac50_cyp3a4
CC1=CC=CC=C1C(=O)OC2=C(C=C(C=C2)Br)C(=S)N3CCCC3,,4.949999401714239,,5.049999969853415
CCN1C(=NN=C1SCC(=O)NCC2=CC=CC=C2)CSCC3=CC=C(C=C3)C,,4.800000874803203,4.800000874803203,5.100000128334196
C=CCN1C(=NN=C1SCC(=O)NCC2=CC=CC=C2)CSCC3=CC=CC=C3,,4.949999401714239,4.899998417198648,5.550000451689026
C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=C(C=C4)Br,5.550000451689026,5.450000476425332,,
CC1=CC=C(C=C1)SCC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42,5.200000237109354,5.499999678657065,,5.849999245077863
CCC1=C(SC(=C1C(=O)OCC)NC(=O)/C=C/C2=CC3=C(C=C2)OCO3)C,4.899998417198648,,,5.300000202445418
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3=CC4=C(C=C3)OCO4,5.499999678657065,5.849999245077863,5.149999867728904,
CC1=CC=C(O1)C2=NC3=CC=CC=C3C(=C2)C(=O)N4CCN(CC4)C5=CC=C(C=C5)F,4.849999245077862,5.100000128334196,,5.300000202445418
C1=CC(=CC(=C1)NC(=O)C2=CC=C(O2)CN3C=C(C=N3)Br)C(F)(F)F,5.700000503883016,5.049999969853415,,
C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,4.499999678657065,,,4.499999678657065
C1=CC=C2C(=C1)N=C(O2)SCC(=O)N3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl,5.650000220873455,5.499999678657065,,5.049999969853415
C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,5.300000202445418,,,
CCOC(=O)C1=C(N(N=C1)C2=CC=C(C=C2)C(C)C)NC(=O)C3CCC3,4.849999245077862,,5.049999969853415,
CC(C)CCN1C(=O)C2=C(C1=O)C=C(C=C2)C3=NC4=CC=CC=C4C(=O)O3,,5.499999678657065,,
CC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)Cl)OC(=O)C3=CC=C(C=C3)C,5.0,4.849999245077862,,
CC1=CC(=CC=C1)NC2=NC(=S)N(C23CCCCC3)C4=CC=C(C=C4)C(=O)O,,4.59999938302362,,
CC1=NC(=CS1)C2=CC(=CC=C2)NC(=O)C3=CC4=C(C=CC(=C4)Br)OC3=O,5.049999969853415,,,5.0
CCOC(=O)COC1=CC(=C(C=C1)/C=C/[N+](=O)[O-])OCC(=O)OCC,5.499999678657065,5.100000128334196,,4.949999401714239
CCC1=CC(=C(S1)NC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)OCC,,5.200000237109354,,4.949999401714239
COC(=O)C1=NN(C(=C1C(=O)C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,,,,4.849999245077862
CC1=CC=CC=C1NC2=C(N(S(=O)(=O)C3=CC=CC=C32)C)C(=O)C4=CC=CC=C4,,5.450000476425332,,5.499999678657065
CC1=CC2=C(C=C1)N=C(S2)NC(=O)COC(=O)CSC3=NC(=CC(=N3)C)C,6.049999969853415,5.40000018605658,,
CC1=C(C(=NC(=C1C(=O)NC2=CC=CC=C2)C)SCC(=O)C3=CC4=CC=CC=C4OC3=O)C#N,,6.100000128334196,,
CC1=CC(=CC=C1)N2C(=O)C3=C(C4=CC=CC=C4CC35CCCCC5)N6C2=NN=C6,,4.550000451689026,,
CCC(=O)NC(C(F)(F)F)(C(F)(F)F)NC1=C(C2=C(S1)CCCC2)C(=O)OC,,5.899998417198648,,
CC1=CC=C(C=C1)N2C3=C(C(=O)NC2=O)C(NC(=O)N3)(C(F)(F)F)C(F)(F)F,,4.700000503883016,,
C1=CC=C(C=C1)C2=C3C=C(C=CC3=NC=C2C4=NN=NN4C5=CC=CC=C5)Cl,4.899998417198648,5.450000476425332,,4.59999938302362
C1=CC=C(C=C1)N2C(=NN=N2)C3=CN=C(N=C3C(F)(F)F)C4=CN=CC=C4,,,5.40000018605658,4.899998417198648
CCN1C=C(C(=O)C2=CC=CC=C21)C3=NN=NN3C4=CC=C(C=C4)Cl,,,4.949999401714239,4.899998417198648
C1CCN(C1)C2=NC=C(C(=N2)C(F)(F)F)C3=NN=NN3C4=CC=CC=C4,,5.200000237109354,,
C1=CC=C(C=C1)N2C(=NN=N2)C3=CN=C(N=C3C(F)(F)F)C4=CC=NC=C4,4.59999938302362,5.550000451689026,,5.250000251143582
C=CCN1C(=NN=C1SCC(=O)NCC2=CC=CC=C2)CC3=CNC4=CC=CC=C43,4.899998417198648,4.849999245077862,4.800000874803203,
C1CCN(CC1)C2=C(C=C(C=C2)NC(=S)NC(=O)C3=CC4=C(C=C3)OCCO4)Cl,,5.650000220873455,,
CN(CCCl)CC1=CC(=C(C(=C1)Cl)NC2=NCCN2)Cl,,,,4.59999938302362
CCC1=C2C3=CC(=C(C=C3NC2=CN=C1C(=O)OC)OC)OC,6.100000128334196,,,4.800000874803203
CCC1=C(C=C(S1)C2=C(C(=NC3=C2CCCCCC3)N)C#N)[N+](=O)[O-],5.700000503883016,5.550000451689026,,
CC[C@]12CCCN3[C@H]1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,4.40000018605658,,5.200000237109354,5.29999969151181
CC1=CC=C(C=C1)C2=NC(=C(C(=C2)C(F)(F)F)C#N)SCC(=O)NC3=CC=C(C=C3)OC,,6.100000128334196,,
C1CCN(CC1)C(=O)C2=C(N(N=C2)C3=CC=CC=C3)NC(=O)C4=CC=CO4,,,,4.749999855918706
C1=CC=C(C=C1)C2=NN(C(=O)C3=CC=CC=C32)C4=CC(=C(C=C4)Cl)Cl,6.899998417198648,4.949999401714239,5.0,
CCOC(=O)C1=C(N=C2CC(CC(=O)C2=C1C3=CC=C(C=C3)OC)(C)C)C,,4.800000874803203,,5.0
CC1=CC(=C(C(=C1)C)NC(=O)CCN(C)CCC2=CC(=C(C=C2)OC)OC)C,,,,5.100000128334196
C1=CC(=CC(=C1)Br)C2=CC=C(O2)C(=O)NC3=CC=CC(=C3)NC(=O)C4=CC=CO4,5.499999678657065,5.300000202445418,,5.300000202445418
CC1=CC(=C(C=C1)O)C2=CC(=NC(=N2)C3=CC=CC=C3)C(C(F)F)(F)F,5.550000451689026,5.149999867728904,,5.049999969853415
CC1=C(C(=O)N(N1)C2=CC=CC=C2)/C=C\3/C(=NN(C3=O)C4=CC=CC=C4)C,,5.59999938302362,,
C1CCC2(CC1)CC3=CC=CC=C3C4=C2C(=O)N(C5=NN=CN45)C6=CC=CC=C6,,,,4.800000874803203
CC1=CC(=NO1)NC(=O)CSC2=NN=C(N2CC3=CC=CO3)C4=CC=CC=C4,,5.0,,4.800000874803203
C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)SCC(=O)NC4=NC=CS4,6.800000874803203,6.200000237109354,,
C1=CC=C(C=C1)C(=O)COC(=O)CC2=CNC3=CC=CC=C32,4.899998417198648,,,4.650000220873455
CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2C(=O)O,4.899998417198648,,,
COC1=CC(=C(C=C1)NC(=O)C2CCN(CC2)C(=O)C3=CC=CS3)OC,,,,4.550000451689026
C1=CC=C2C=C(C=CC2=C1)OCC(=O)NC3=CC=C(C=C3)CC4=CC=NC=C4,6.949999401714239,6.499999678657065,6.450000476425332,6.149999867728904
CCN(CC)C(=O)C1=C(C2=C(S1)NC(=S)N(C2=O)C3=CC=CC=C3)C,,5.049999969853415,,
C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)C(=S)NCC4=CC=CO4,,5.499999678657065,5.100000128334196,4.899998417198648
CC1=CC(=C(C=C1)C)NC(=S)N2CCN(CC2)C3=CC=C(C=C3)OC,,,,5.499999678657065
COC1=C(C=C(C=C1)CCNC(=O)C2=CC=CC=C2NC(=O)C3=CC=CO3)OC,,5.40000018605658,,5.149999867728904
CC1=CC(=CC(=C1)NC(=S)N2CCN(CC2)C3=CC=C(C=C3)OC)C,,,,5.59999938302362
COC1=CC=CC=C1CC(=N)N2C[C@H]3[C@@H](C2)C(CCC3=O)(C4=CC=CC=C4)C5=CC=CC=C5,,,,5.499999678657065
COC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,6.200000237109354,,,
CC1=CC=CC=C1NC2=NC(=NC(=N2)N3C(=CC(=N3)C)C)N4C(=CC(=N4)C)C,,,,5.100000128334196
CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NCC3=CN=CC=C3,,5.200000237109354,,5.499999678657065
CC1=C(C=CC(=C1)C2=NOC(=N2)C)C3=CC=C(C=C3)C(=O)NC4=CC(=C(C=C4)OC)N5CCN(CC5)C,,5.100000128334196,,
CC(C)C[C@@H](C(=O)N[C@H](CC1=CN(C2=CC=CC=C21)C)C(=O)N[C@H](CC3=CC=CC=N3)C(=O)O)NC(=O)N4CCCCCC4,,5.200000237109354,,4.800000874803203
CC1=C(SC=N1)CCCl,4.499999678657065,,4.899998417198648,
CC1=CC=CC=C1CN2C=NC3=C(C2=O)C(=C(S3)C(=O)NC4=CC=CC=C4OC)C,5.499999678657065,,,5.349999603463148
CC(C)(C)C1=CC=C(C=C1)C(=O)N2CCC(CC2)C(=O)NCCC3=CCCCC3,,4.899998417198648,4.650000220873455,
CC1=CC=C(S1)C(C2C(=O)CC(CC2=O)(C)C)C3C(=O)CC(CC3=O)(C)C,,4.550000451689026,,
COC(=O)C1=CC(=CC(=C1)NC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42)C(=O)OC,5.499999678657065,5.450000476425332,,5.100000128334196
COC1=CC=C(C=C1)C2=NN(C(=N)C=C2)CCCC(=O)O,,5.499999678657065,5.40000018605658,
CCCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CCC4=CC=CC=C43,,,,5.049999969853415
CCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CCCC4=CC=CC=C43,5.0,5.949999401714238,,
CC1(C=CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)C,4.800000874803203,,7.200000237109354,4.800000874803203
CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C,7.0,6.200000237109354,5.499999678657065,5.40000018605658
CC1=NN=C2N1N=C(C=C2)C3=CC(=CC=C3)C(F)(F)F,7.100000128334196,,,4.499999678657065
CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,4.899998417198648,5.59999938302362,,4.899998417198648
C1CN(CCN1)C2=CN=CC(=N2)Cl,5.700000503883016,5.700000503883016,,4.800000874803203
C1CCN(C1)C[C@H](COC2=C(C=C(C=C2)Cl)Cl)O,5.300000202445418,,6.499999678657065,
CC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)NC(=O)CCC(=O)O)N3CCCCC3,,4.849999245077862,,
COC1=CC2=C(C=C1)NC=C2C3=CCNCC3,6.59999938302362,,,5.899998417198648
C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)OCCN3C=NC4=CC=CC=C4C3=O,,5.550000451689026,,
CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2,4.899998417198648,4.800000874803203,4.59999938302362,
CC(C)(C)NC(=O)CN1N=C(N=N1)C2=CC=CC=C2NC(=O)C3=NC=CN=C3,,,,5.40000018605658
C1=CC=C(C=C1)CN=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N,4.9499992085993245,,5.05000053862431,
CC1=C(N2C=CC=C(C2=N1)OCC3=CC=CC=C3)CC#N,6.40000018605658,,,4.800000874803203
C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2Cl)CN3C(=C(N=N3)C(=O)N)N)Cl)Cl,,,,5.499999678657065
CCSC1=NC2=C(C3=C(S2)C4=CC=CC=C4CC3)C(=O)N1CC=C,5.749999855918706,5.0,4.949999401714239,
CCC1=C2C(=CC=C1)C(=CN2CC(=O)N3CCCCCC3)C=C(C#N)C#N,,,,5.499999678657065
COC1=CC=C(C=C1)N2C=NC3=C(C2=O)C=C(S3)C4=CC=CC=C4,5.450000476425332,,,
C1COCCN1CCNC(=O)C2=CC3=CC=CC=C3C=C2,,,4.800000874803203,
COC1=CC(=C(C=C1)NC(=O)CN2C3=CC=CC4=C3C(=CC=C4)C2=O)OC,4.899998417198648,,,
COC1=CC=C(C=C1)N(C(=O)CN2C3=CC=CC=C3N=N2)C4(CCCCC4)C(=O)NC5CCCC5,,,4.949999401714239,5.700000503883016
C1=CC=C(C(=C1)OCC2=CC=C(O2)C(=O)OCC3=CC=CC=N3)Cl,5.149999867728904,,4.749999855918706,
CCOC1=CC=C(C=C1)OCC2=CC=C(O2)C(=O)N3CCC4=CC=CC=C4C3,5.100000128334196,5.300000202445418,,
CN(CC(=O)NCC1=CC=CO1)S(=O)(=O)C2=CC=C(C=C2)OC,,,,4.800000874803203
C1=CC(=CN=C1)C2=NC3=C(O2)C=CC(=C3)Cl,5.849999245077863,,,
CCCN1N=C(N=N1)NC(=O)C2=CC=C(O2)C3=CC(=CC=C3)Cl,5.800000874803203,,,4.550000451689026
COC1=CC(=CC(=C1)C(=O)NC2=CC=CC=C2C(=O)N3CCCC3)OC,4.849999245077862,,,
CC(C)(C)NC(=O)C1=C(C2=C(S1)N=C3CCN(CC3=C2)C)N,4.849999245077862,,,
CC1=CC=CC=C1CSC2=NSC(=N2)N,4.849999245077862,,,4.59999938302362
CCNC1=NC(=NC(=N1)C(=O)NC2=CC=CC=C2)NCC,5.100000128334196,,,
CC1=CC=CC=C1NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C,,5.200000237109354,5.650000220873455,5.200000237109354
CC1=C(C(=CC=C1)C)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C,,5.049999969853415,5.100000128334196,4.949999401714239
CN(C)C1=NC(=NC(=N1)N2CCOCC2)C#N,5.800000874803203,,,
C1COCCN1C(=O)CN2C3=CC=CC=C3N=C2SCC4=CC=CC=C4,,,,4.800000874803203
C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC=CC(=C3)C4=NC5=CC=CC=C5S4,5.700000503883016,5.40000018605658,7.0,5.650000220873455
C1OC2=C(O1)C=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=NC5=CC=CC=C5S4)Cl,5.849999245077863,5.749999855918706,,5.650000220873455
CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3N2)NC(=O)C4=CC5=C(C=C4)OCO5,5.40000018605658,,5.349999603463148,5.700000503883016
C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=CC=CC=C5N4,,5.849999245077863,,5.59999938302362
CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=CC=C(C=C3)F,,5.250000251143582,,4.800000874803203
CC(C)C(=O)N1CCN(CC1)C2=CC=CC=C2NC(=O)C3=CC(=CC=C3)Cl,,4.849999245077862,4.800000874803203,4.899998417198648
C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC=CC=C3NC(=O)C4=CC=CO4,5.049999969853415,5.849999245077863,4.899998417198648,5.899998417198648
C1CC2=C(C1)C=C(C=C2)OCC3=CC=C(O3)C(=O)N4CCN(CC4)C(=O)C5=CC=CO5,4.550000451689026,5.100000128334196,,
CCN1C(=CC=N1)C(=O)NC2=NC3=CC=CC=C3N2CCN4CCCCC4,,,5.349999603463148,
COC1=CC=C(C=C1)S(=O)(=O)N(CCC2=CC=CC=C2)CC(=O)N3CCOCC3,,,,5.149999867728904
CCOC(=O)C1=C(SC2=C1CC(OC2)(C)C)NC(=O)CCC(=O)N3CCOCC3,4.800000874803203,,,4.899998417198648
CC(C)NC1=NC(=NC(=N1)OC2=NN(C(=O)C=C2)C3=CC=CC=C3)NC(C)(C)C,,4.700000503883016,,4.899998417198648
CCN1C(=NN=C1SCC(=O)NC2CCCCC2)C3=CC4=C(O3)C(=CC=C4)OC,5.049999969853415,,,5.0
CCOC(=O)N1CCN(CC1)CC2=NC(=NO2)C3=CC=C(C=C3)Cl,4.59999938302362,5.0,,
C1OC2=C(O1)C=C(C=C2)CNC(=O)C3=NOC(=C3)C4=C(C=C(C=C4)Cl)Cl,5.800000874803203,5.049999969853415,,6.0
C1CN(CCN1C(=O)C2=CC=CO2)C(=O)C3=NOC(=C3)C4=C(C=C(C=C4)Cl)Cl,4.800000874803203,5.149999867728904,4.700000503883016,
C1=CC=C(C(=C1)C2=CC(=NO2)C(=O)NCC3=CC=CC=N3)Cl,5.450000476425332,,,4.800000874803203
CC1=C(C=CN=C1CSC2=NC3=CC=CC=C3N2)OCC(F)(F)F,5.450000476425332,4.949999401714239,6.40000018605658,4.949999401714239
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=CC4=C3C=CC(=C4)S(=O)(=O)O)O,,6.40000018605658,,
C1COCCN1C(=O)CN2C=C(C3=CC=CC=C32)C(=O)C4=CC=CC=C4F,,4.949999401714239,,4.749999855918706
CC1(CC2=C(CO1)C(=NC3=C2C(=C(S3)C4=CC=C(O4)C(=O)NC)N)N5CCOCC5)C,,5.349999603463148,,5.550000451689026
C1=CC=C(C=C1)CSC2=NN=C(S2)NC(=O)CN3C=NC4=CC=CC=C4C3=O,,5.049999969853415,,
CC(=O)NC1=CC=C(C=C1)NC(=O)CSC2=NC=NN2C3=CC=CC=C3,,4.899998417198648,,4.550000451689026
CN1C(=CN=C1NCC2=CN=CC=C2)C3=CC=C(C=C3)Br,4.899998417198648,4.800000874803203,6.300000202445418,5.40000018605658
CN1C(=CN=C1NCC2=CC=C(C=C2)F)C3=CC=C(C=C3)F,5.049999969853415,,7.450000476425332,
CN1C(=CN=C1NCC2=CC(=CC=C2)F)C3=CC=C(C=C3)F,5.100000128334196,,7.250000251143582,5.049999969853415
C1COCCN1CC2=CC(=CC(=C2O)CN3CCOCC3)C4=CC=CC=C4,,,4.899998417198648,4.800000874803203
C1=CC=C2C(=C1)C(=C(S2)C(=O)NNC(=O)NC3=CC=C(C=C3)Cl)Cl,6.300000202445418,,,4.899998417198648
C(CCNCCCN)CN,4.499999678657065,4.899998417198648,,
C1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NCC3=CC=CO3)C4=CC=CO4,,,4.849999245077862,4.800000874803203
C1C[C@H](CC(=O)C1)C(C(=O)OCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3,,5.499999678657065,,5.40000018605658
C(CCNCCCN)CNCCCN,4.800000874803203,,,
CC1(CC2=CC(=C(C=C2C3=CC4=NC5=CC=CC=C5N=C4N31)OC)OC)C,4.899998417198648,,,4.59999938302362
C1=CC=C2C=C(C=CC2=C1)OCC(=O)NNC(=O)CC3=CC=CC4=CC=CC=C43,,,,4.849999245077862
CCOC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=CC4=CC=CC=C4OC3=O)[N+](=O)[O-],5.250000251143582,5.849999245077863,,5.0
COC1=CC=CC=C1NC(=O)C2=C(N=CN2)C(=O)NC3=CC=CC=C3OC,6.700000503883016,,,
CC1=CC2=CC(=C(N=C2C=C1)SCC3=NN=C(O3)C4=CC=CC=C4[N+](=O)[O-])C#N,5.800000874803203,6.100000128334196,,
CC1(C2=C(C3=C(N1)C=CC(=C3)OC)C(=S)N(S2)C4=CC(=C(C=C4)OC)OC)C,5.40000018605658,,,
C1=CC=C(C=C1)C2=NC(=C(C=C2)C#N)SCC(=O)C3=CC(=CC=C3)Cl,5.700000503883016,5.700000503883016,,
COC1=C(C=C(C=C1)C2=NNC(=C2)C3=C(C4=C(C(=C3O)OC)OC=C4)OC)OC,5.200000237109354,,,5.100000128334196
COC1=C(C=C(C=C1)C(=O)NNC(=O)CC2=CC=C(C=C2)C3=CC=CC=C3)OC,,,,5.200000237109354
CCOC1=NC(=NC(=N1)NC2=CC=C(C=C2)C)NCCN3CCOCC3,,,4.949999401714239,4.800000874803203
COC(=O)COC1=CC2=C(C=C1)C(=CC(=O)O2)C3=CC(=CC=C3)[N+](=O)[O-],5.700000503883016,,,
C1C(=O)NC2=CC=CC=C2N1C3=NC4=C(C=C(C=C4)Br)C(=N3)C5=CC=CC=C5,5.59999938302362,,,5.149999867728904
CC1=CC2=C(C=C1)N=C(N=C2C3=CC=CC=C3)NC4=CC(=C(C(=C4)OC)OC)OC,4.849999245077862,5.049999969853415,,
C1COCCN1C2=NC(=NC(=N2)NC3=NC(=CS3)C4=CC=CC=C4)N5CCOCC5,,5.499999678657065,,5.0
C1CC2=CC=CC=C2N(C3=CC=CC=C31)C(=O)COC4=CC=CC5=CC=CC=C54,5.200000237109354,5.550000451689026,,5.100000128334196
