SMILES,pac50_cyp1a2,pac50_cyp2c9,pac50_cyp2d6,pac50_cyp3a4
CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C.Cl,,4.507938395487401,4.533657407616091,
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,,5.010029874726081,,5.760025198883063
CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,,4.760030197409634,,
CN(CCCC(C1=CN=CC=C1)O)N=O,,,,4.648864911118024
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,,4.460029874171644,,
C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl,,4.810029897405945,5.910024277312271,
CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,,5.4488672992713925,4.648864911118024,
CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C,,4.748865707419434,4.3988649544426,6.148864004988426
C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],4.198864633756791,4.448864857638396,4.444647763724445,
CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=CC=CC=C4,,,5.010029874726081,5.110031956768376
CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,4.396572066510313,5.0965714755670675,4.394279178578024,
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,,5.560036064079095,4.560029756289291,5.910024277312271
CC1=NC=C(C(=C1O)CO)CO,,,4.145992904260828,
COP(=O)(OC)OC,4.419614522769891,4.14533391639455,,4.79533477730842
CC(=CCl)C,,,5.09357875444673,
C[N+]1=CN(C=C1)CC2=CC=CC=C2.[Cl-],,,4.500284056998402,
C(=C(I)I)(I)I,4.948862919408721,5.4488672992713925,,
C1=CC(=C(C(=C1)O)O)O,4.402419983183693,4.402419983183693,4.5024193982971905,
CC(=O)C(=O)O,4.198864633756791,,4.693227675763949,
CC(=O)C1CCOC1=O,4.3807605371646385,,,
COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,4.304447468503695,5.604445332252318,4.248864914695038,6.329439842932943
CCCCN(CCCC)C(C1=CC=C(C=C1)OC)C(=O)N,,4.460029874171644,5.96003097313254,4.860029658404407
C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,,4.760030197409634,4.460029874171644,
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,4.403848422089826,4.462598346649255,4.997046009226923,4.537598300125877
C1=CC2=C(C(=C1)N)C(=O)NNC2=O,4.396390174579963,,5.296390542434231,
CC(=C)C(=O)NCCC[N+](C)(C)C.[Cl-],4.3988649544426,,,
C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl,,,5.660032085297399,
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,4.395333393952827,4.395333393952827,6.145329668104664,
CC(C)CCOCC(=O)OCC=C,,,4.156358666385592,
C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,4.968688505341344,4.968688505341344,,5.018688894472718
CC1=C(C(=CC=C1)C)C,4.198864633756791,,,
CC1=C(C(=CC=C1)O)C,4.418991258785288,,,
C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,4.399573853919421,4.4495735070633335,,
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)N,6.198870812420296,,,4.698865786166042
CC1=CC(=C(C(=C1)C)O)C,4.498687846443764,4.423687960258942,,
CC1=CC=CC=C1C(=O)N,4.1992190191615695,,4.1492190257964925,
C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],4.393257274591514,4.31742084614685,4.264675339621783,
C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O,,,4.448864857638396,
CC(C)C(C(C)(C)COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,4.448864857638396,5.698861444284984,,
COC(C1=CC=CC=C1)C(=O)O,,,4.3988649544426,
C1CC2=CC=CC=C2C(=O)C1,4.443927977729064,,4.393928341359247,
CCC1COC(=O)O1,4.3988649544426,,,
CCCCC(CC)COC(=O)C1=CC=C(C=C1)O,4.474574457318399,4.474574457318399,4.349574317224821,4.150283991273487
C1=CC=C(C=C1)C(=O)CCl,4.392876453858493,4.4428767348995235,4.495871253103925,
C1=CC=C(C=C1)C(C#N)O,4.199573693981921,,4.199573693981921,
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[N+](=O)([O-])[O-],,,4.198864633756791,
CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1.Cl,,,4.860029658404407,
COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,,5.463302706391815,4.853957280545968,5.6133048882243815
CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,4.760030197409634,,,
CCN(CC)CC1CCCCN1CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,,,,5.26003230324049
CN1CN(C(=S)SC1)C,4.44992826586856,4.775461250296944,,
CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl.Cl,4.710115579840174,4.68511580876684,4.68511580876684,
CC(C)(C)OC(=O)C1=C2[C@@H]3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br,,5.110031956768376,,4.810029897405945
C(C(=O)CCl)Cl,4.198864633756791,,,
CN1CCC2=CC(=C(C=C2[C@@H]3[C@@H]1CCC4=CC=CC=C34)O)Cl,,,8.10790539730952,
CC1=CC=CO1,,,4.25779822210694,
CN1C=C(C2=CC=CC=C21)C(=O)[C@@H]3CCC4=C(C3)NC=N4.Cl,4.760030197409634,,4.760030197409634,4.9100313379205005
CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],4.198864633756791,4.723865746792738,4.248864914695038,
CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2,,,4.96003097313254,
COC1=CC=CC(=C1)N,4.39568644863326,5.1456878841926965,4.645685992213179,5.595679532778269
C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3.Cl,,4.760030197409634,6.460046158343603,5.660032085297399
CC(CCC1=CC=CC=C1)CCO,4.498865393540615,4.448864857638396,,
C1=CC=C(C=C1)NC2=NC=NC(=N2)N,4.5406014804148525,,,
CC(C)C1N(CCO1)CCOC(=O)NCCCCCCNC(=O)OCCN2CCOC2C(C)C,,,4.198864633756791,4.798865170407076
CC1CCCCN1CCCOC(=O)C2=CC=C(C=C2)OC3CCCCC3,,,4.860029658404407,
CC1=CC(=CC=C1)NC(=O)C,4.346743093946517,,,
CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.[Br-],4.1485104968726825,4.248510729867378,5.4042695536322665,4.198510537295644
C1=CC=C(C=C1)CSCC2=CC=CC=C2,4.599928501652503,4.499928269874536,,
C1=CC(=C(C(=C1)Cl)CCl)F,4.3988649544426,,4.723460075803559,
C1CCC(CC1)N=C=NC2CCCCC2,4.373145559845744,,4.3988649544426,
CC(C)CC1=CC=CC=C1,4.4052815747858105,,,
C[C@@H](CCC=C(C)C)C=C,4.448864857638396,,,
CC1=CC=C(C=C1)N.Cl,4.5460383409682175,4.4960378112983825,5.09603687366529,4.334625418253833
C1=CC(=CC=C1O)I,4.3988649544426,4.148864616843579,4.198864633756791,
C=CC(=O)OCC(CO)(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)COC(=O)C=C,,5.153848523471185,4.6038477476303745,6.353890478021152
C(CBr)O,4.197803209322238,,4.147803121994556,
CC(C)CC(C)(C)C,4.382817167661161,4.351373150694583,4.432817127718823,4.482817302690824
CC(=O)OC(C)(C)C,,,4.648864911118024,
O[Se](=O)O,,5.048157555308567,,
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],4.478585991510725,,,
CC1[C@H]2C[C@]2(CC1=O)C(C)C,4.212466558803025,4.212466558803025,4.462466752157485,
CCOC(=O)C1=NN(C(C1)(C)C(=O)OCC)C2=C(C=C(C=C2)Cl)Cl,4.198864633756791,5.148864004988426,4.3988649544426,4.448864857638396
C1=CC(=CC(=C1)N)N.Cl.Cl,4.399573853919421,4.149573724203458,4.399573853919421,4.499574145995192
C1=CC(=CC(=C1)Cl)Cl,4.4020636063582606,,,
C1CCOC(=O)C1,4.273459830462956,,,
CC(C)CON=O,4.735012268912175,,4.4668866168102035,
CC1=CC=C(C=C1)C(C)NC(=O)[C@H](C(C)C)NC(=O)OC(C)C,4.450283314699821,4.550284076611865,4.450283314699821,5.500285431258876
C(OCCl)Cl,4.396743007005474,,,
CC(CCCC(C)(C)O)N.Cl,,,6.110026361596004,
CC(C)CCCC(C)N,4.810029897405945,,,
CCC/C=C(/CC)\C=O,4.3988649544426,4.198864633756791,,4.22936518990372
CCCCSCCCC,,4.198864633756791,,
CCCCCCCCCCCCCCCC,,4.448864857638396,,
CCCC[N+]1(CCCC1)C.[Br-],4.143518830792708,,,
C(#N)C(Cl)(Cl)Cl,,,4.459602945735281,
CC(C(=O)OC)O,4.389385610554415,,,
CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,4.195686066796907,4.995687226193237,4.445686531595555,4.39568644863326
CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4,4.598864942530007,4.948862919408721,,4.748865707419434
CCN(CC)CCSC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,4.860029658404407,4.760030197409634,5.310025555333226,5.460033632003287
CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,4.510030276850633,4.510030276850633,,5.510027465964983
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,4.445993253446242,,5.2488672255444015,4.59850985214165
CC(CC1=CC(=C(C(=C1)OC)OC)OC)N.Cl,4.364645957709449,,4.364645957709449,
CN1C(=O)C2=CC=CC=C2C1=O,4.748865707419434,4.548864726812244,,
CCCC[N+]1=CC=C(C=C1)C.[Cl-],4.450994284340003,4.600994671758001,,
CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],4.397803227452149,4.14493112063151,,
CC(C)CCCC(C)CC=O,,4.198864633756791,,
CCCC[N+]1(CCCC1)C.[I-],,4.570632943710057,,
C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,,,5.010029874726081,
C1=CC=C2C(=C1)C=CC=C2N=C=S,5.0531352529170706,5.153131171825762,4.853134290547729,5.003133857090565
CC(=O)C1=CC=CC=C1N,4.448864857638396,,,
CC1=CC(=C(C=C1C2=CC(=C(C=C2C)OI)C(C)C)C(C)C)OI,,4.760030197409634,,
CN(C)C(=O)C1=CC=CC=C1NS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,4.3988649544426,4.598864942530007,4.448864857638396,4.598864942530007
C1=CC=C(C(=C1)C=O)[N+](=O)[O-],4.198510537295644,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.[Br-],,4.410030303250599,4.810029897405945,5.010029874726081
CC1CC(CC(C1)(C)C)OC(=O)C(=C)C,4.448864857638396,,,
CC1=CCC(CC1)C(C)(C)OC(=O)C,4.298864798175959,4.3988649544426,4.3988649544426,4.498865393540615
COC1=CC=CC=C1OC(=O)OC2=CC=CC=C2OC,5.160031997995545,,,
C1=CN=CC=C1C2=CC=NC=C2,4.421923281026816,4.421923281026816,4.444981771347469,
C1=CC(=CN=C1)C(=O)NN,4.94709454009246,,4.347096427715119,5.64710389530669
C1=CC(=C(C=C1Cl)Cl)N,4.475999418492199,4.3988649544426,,4.400999284897221
CC1(CCC=C2[C@@]13CC[C@@H](C3)C2(C)C)C,4.3988649544426,4.3988649544426,,4.748865707419434
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CO4)CCC5=CC(=O)CC[C@H]35,,4.560029756289291,,4.560029756289291
C1=CC(=CC(=C1)O)[N+](=O)[O-],4.447095844824859,,,
CCC1=CC=CC(=C1N([C@@H](C)COC)C(=O)CCl)C,,4.748865707419434,,4.473145949387726
CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC,4.3988649544426,,,
C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl,4.498865393540615,,5.2488672255444015,5.048866560110487
C1C[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C1,4.197449292591688,,4.421730498724273,4.397449532974095
C1C(O1)CO,4.415934636166446,,,
CN=C=S,4.194981959547696,,,
C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,4.443576878628715,,,
CC(=CCO)C,4.3988649544426,,,
OS(=O)(=O)O,4.387303010863693,,,
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,4.449219037810705,5.249221701346889,6.599289363226768,5.499214827082544
CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,4.796080925005434,5.346083534893619,5.696091506464046
CC(=O)C(CC(=O)OC)C(=O)OC,,4.448864857638396,,
CC(C)(C)C=C,4.266261220560959,,,
CCCCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,4.897096577302825,,
CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O,4.410473984276484,,4.697803320666659,
CC1=CC(=CC=C1)OP(=O)(OC2=CC=CC(=C2)C)OC3=CC=CC(=C3)C,4.548864726812244,4.448864857638396,,
CN(C)CCCNCCC#N,4.3988649544426,,,
C(=O)(N)NN.Cl,4.437996364870556,,4.293485760901672,
C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N,,,4.410030303250599,
CCCC[N+]1=CC=C(C=C1)C.F[P-](F)(F)(F)(F)F,,,6.198184831418563,
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,5.048511913024361,,
CCC(C)C(=O)C,4.208880132057619,,4.208880132057619,
C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,,4.629447377522171,4.5044473069638435,5.604445332252318
CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.O.O.[Cr].[Cr].[Cr],4.280382868944588,,,
CO/C=C(\C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)/C(=O)OC,4.449219037810705,4.3992187150696465,4.3992187150696465,
C1=CC(=C(C(=C1)C(=O)O)C(=O)O)C(=O)O,,,4.441758367005746,
COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,4.500638760449454,5.050639272621718,4.700638725496061,
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6,,4.810029897405945,4.810029897405945,5.160031997995545
CCN(CC#N)C1=CC=CC(=C1)C,4.498865393540615,4.448864857638396,,
