SMILES,cyp1a2,cyp1a2_challenge,cyp2c9,cyp2c9_challenge,cyp2d6,cyp2d6_challenge,cyp3a4,cyp3a4_challenge
BrC(c1cccc2ccccc12)c1cccc2ccccc12,5.259982312033928,False,4.784219133178269,False,,False,,False
BrC1C(Br)C(Br)C(Br)C(Br)C1Br,,False,,False,,False,3.900735004557056,False
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,,False,4.425659481172465,False,4.184322332759697,False,4.551787548114312,False
BrCC(Br)C1CCC(Br)C(Br)C1,4.30588940882649,False,4.140304247684445,False,3.7750265563414502,False,,False
BrCC(Br)c1ccccc1,4.079834344923565,False,3.7885301040785704,False,4.723251101656649,False,,False
BrCCBr,4.441296655618925,False,,False,3.934714378828561,False,,False
BrCCCCCCBr,4.129834361836777,False,3.7885301040785704,False,,False,,False
BrCCOc1ccccc1,4.10270016314613,False,,False,3.821837001874488,False,,False
BrCCc1ccccc1,,False,,False,3.966913844191221,False,,False
BrCc1ccc(Br)cc1,,False,,False,3.9732520511108222,False,,False
BrCc1cccc(Oc2ccccc2)c1,4.329834682522586,False,3.738530418642034,False,4.023251954306619,False,,False
BrCc1ccccc1,,False,,False,3.8527083555876858,False,,False
Brc1[nH]nc2ccccc12,5.15742233238627,False,,False,,False,,False
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,6.992450002903494,False,,False,,False,,False
Brc1c(Br)c(Br)c2n[nH]nc2c1Br,,False,,False,,False,4.650731422764029,False
Brc1c(NC2=NCCN2)ccc2nccnc12,3.7630322223300183,False,,False,3.993043469948371,False,4.700738478363405,False
Brc1c2ccccc2c(Br)c2ccccc12,6.473996714444168,False,,False,,False,,False
Brc1c2ccccc2cc2ccccc12,6.275639170070645,False,4.084296515836798,False,,False,3.5926797303074474,False
Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,4.636344804000018,False,,False,,False,,False
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,,False,4.399413358055546,False,,False,,False
Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,4.296307091023364,False,4.005002850178369,False,,False,,False
Brc1cc2c(cc1/C=N/Nc1nc(N3CCCC3)nc(N3CCOCC3)n1)OCO2,4.15742233238627,False,4.431238405874674,False,,False,4.650980205821786,False
Brc1cc2ccccc2c2ccccc12,6.426362957438032,False,3.8849991931134222,False,,False,,False
Brc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1,4.957420840606687,False,4.28123853814577,False,,False,,False
Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1,4.757421643639647,False,3.731239014571102,False,4.342240150210577,False,,False
Brc1ccc(-c2n[nH]cc2CN2CCN(C3CCOCC3)CC2)cc1,,False,3.747407950003728,True,7.081575689992346,True,3.671453939999356,True
Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1,5.857421136240131,False,,False,,False,,False
Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,5.257419874781714,False,4.28123853814577,False,,False,,False
Brc1ccc(-c2noc(-c3ccnn3C3CCCC3)n2)o1,5.494513644999996,True,,False,,False,,False
Brc1ccc(-n2c(SCc3ccccc3)nnc2-c2ccncc2)cc1,,False,,False,,False,5.21954163642066,False
Brc1ccc(/C=C/C=N/Nc2nc3ccccc3s2)cc1,5.007421678456522,False,4.431238405874674,False,,False,,False
Brc1ccc(Br)c(Br)c1,4.27983424034321,False,,False,,False,,False
Brc1ccc(Br)cc1,4.136968531325681,False,,False,,False,,False
Brc1ccc(C2(CNC(c3cccnc3)c3ncc[nH]3)CCOCC2)cc1,,False,,False,5.622023914992345,True,,False
Brc1ccc(CSc2nccn2-c2ccccc2)cc1,5.757421643639647,False,4.131237783223632,False,4.342240150210577,False,4.200979882466957,False
Brc1ccc(Cc2nc(N3CCNCC3)no2)c2ccccc12,,False,,False,2.7638819129923453,True,,False
Brc1ccc(N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1.Cl,4.207420702660929,False,3.981239042028786,False,4.092240288156335,False,,False
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,4.5030690305617656,False,4.436766071917197,False,4.173252039198229,False,,False
Brc1ccc(Oc2ccc(Br)cc2)cc1,4.629657569162787,False,4.213353325923412,False,,False,,False
Brc1ccc(Oc2ccccc2)cc1,4.449400286239143,False,3.9457842768823257,False,,False,,False
Brc1ccc([C@H]2CN3CCSC3=N2)cc1,4.160840269917776,False,,False,,False,3.700856324966927,False
Brc1ccc2[nH]c(-c3noc([C@@H]4C[C@H]5CC[C@@H]4O5)n3)cc2c1,5.744338572999997,True,,False,,False,5.158521549999355,True
Brc1ccc2cccnc2c1,4.957420840606687,False,,False,,False,,False
Brc1ccc2ncnc(Nc3cccc4ccccc34)c2c1,5.15742233238627,False,4.88123792116939,False,4.342240150210577,False,,False
Brc1cccc(-c2ccccc2)c1,4.826656779189097,False,,False,,False,,False
Brc1cccc(C2CCN(c3ncnc4nc[nH]c34)C2)c1,5.060590571999996,True,5.025751562003728,True,,False,,False
Brc1cccc2c1CCC2NCc1noc2c1COCC2,5.513475126999997,True,,False,4.806376462992346,True,,False
Brc1ccccc1,4.3823199341816075,False,,False,,False,,False
Brc1ccccc1-c1ccccc1,4.803757989763939,False,4.112453328491874,False,3.8217705943761926,False,,False
Brc1ccccc1C1CCCN1c1ncnc2[nH]ncc12,,False,,False,,False,4.835003929999355,True
Brc1ccccc1OCCOCCOc1cccc2cccnc12,5.007421678456522,False,,False,,False,,False
Brc1cnc(C2CCCN2c2ncnc3[nH]ncc23)nc1,,False,,False,,False,3.669963444999356,True
Brc1cncc(-c2cn(Cc3ncc(C4CC4)o3)nn2)c1,5.596873644999996,True,,False,,False,,False
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,4.852716856774925,False,3.784295967854741,False,,False,3.512542629790094,False
C#CC(O)C(CC)CCCC,,False,3.8385301209917824,False,,False,3.1867880118368572,False
C#CC(O)CCC,4.104115192099701,False,,False,,False,,False
C#CC(O)CCCCC,4.126303598559085,False,,False,,False,,False
C#CCC(C(=O)OC)(C(=O)OC)C(C[N+](=O)[O-])c1ccccc1,,False,,False,,False,4.6007310617021595,False
C#CCC(Cc1ccccc1)Nc1ccc2nccnc2n1,,False,,False,4.754357754992346,True,,False
C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.532677215385915,False,4.541371414027482,False,3.976093523205248,False,4.042499585490813,False
C#CCC1CCCN(C(=O)c2cc(-c3cccc(C(F)(F)F)c3)nc3onc(C)c23)C1,,False,,False,,False,6.171894856999355,True
C#CCCC(=O)Nc1nc(-c2ccc(NS(C)(=O)=O)cc2)cs1,,False,4.716332523003728,True,,False,,False
C#CCCCC(=O)Nc1ccccc1,4.059653630102904,False,,False,4.396953559925658,False,3.700856324966927,False
C#CCCCC(=S)Nc1ccccc1,4.259982312033928,False,3.6872033036619767,False,3.9016695663778864,False,3.700856324966927,False
C#CCCCCCCCCCCCC(O)CC(O)CO,,False,,False,,False,3.500734315810433,False
C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,,False,,False,,False,3.500734315810433,False
C#CCCCCCCCCCCCCCCCC(=O)O,4.560153814925997,False,4.184219245074232,False,4.201669884204322,False,,False
C#CCCCCCCCCCCCc1ccco1,,False,,False,,False,3.500734315810433,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@@H]12,,False,,False,5.296954647425311,False,4.6007310617021595,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@H]12,,False,,False,4.901666293693565,False,4.500855491657727,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@@H]12,,False,,False,,False,4.600855247245992,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@H]12,,False,,False,,False,4.500855491657727,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CCC(=O)OCC)C(=O)[C@H]3CC[C@@H]12,,False,,False,,False,4.6007310617021595,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CCC(=O)OCC)C(=O)[C@H]3CC[C@H]12,,False,,False,,False,4.400855844594888,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C[C@@H]4CCCO4)C(=O)[C@H]3CC[C@@H]12,,False,,False,,False,4.500855491657727,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C[C@@H]4CCCO4)C(=O)[C@H]3CC[C@H]12,,False,,False,,False,4.300732301935884,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3CC[C@@H]12,,False,,False,4.701667552503337,False,5.400851512004959,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3CC[C@H]12,,False,,False,,False,5.000860533770288,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]3CC[C@H]12,,False,,False,,False,4.500855491657727,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@@H]12,,False,,False,,False,4.500855491657727,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@H]12,,False,,False,,False,4.500855491657727,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@@H]12,,False,,False,4.89695369244143,False,4.600855247245992,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@H]12,,False,4.984216978540185,False,4.901666293693565,False,4.500855491657727,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@@H]3CC[C@@H]12,,False,,False,,False,4.600855247245992,False
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@@H]3CC[C@H]12,,False,5.084220332573883,False,,False,4.500855491657727,False
C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(-c3ccccc3)c(=O)n12,,False,,False,4.801666983179052,False,,False
C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(C)c(=O)n12,,False,,False,5.001666312269612,False,,False
C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(Cc3cc4c(cc3Cl)OCO4)c(=O)n12,,False,5.887183482540238,False,,False,,False
C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n([C@@H](CC)c3ccccc3)c(=O)n12,,False,,False,,False,4.500855491657727,False
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,5.860497042421886,False,,False,5.5469552201774315,False,3.700733512777473,False
C#CCN(C)Cc1ccccc1,,False,,False,,False,5.300704770509718,False
C#CCN(C)Cc1ccccc1.Cl,4.410417295324501,False,,False,4.023251954306619,False,,False
C#CCN(C)[C@@H](C)Cc1ccccc1,4.160249791379032,False,,False,4.271954002140141,False,,False
C#CCN(C)[C@H](C)Cc1ccccc1,4.259982312033928,False,,False,,False,,False
C#CCN(C)[C@H](C)Cc1ccccc1.Cl,4.629835514246028,False,,False,4.378835300468988,False,,False
C#CCN(Cc1ccccc1)C(=O)C(C)NC(=O)c1cccc(Cl)c1Cl,5.215246546999996,True,,False,,False,,False
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,5.229833661987459,False,4.088530344873387,False,4.073252490208837,False,3.439660016156209,False
C#CCN1C(C)=C(C(=O)CCO)[C@@H](c2cccc(-n3oo3)c2)C(C(=O)OC)=C1C,4.259982312033928,False,,False,5.69694058165962,False,4.600855247245992,False
C#CCN1C(C)=C(C(=O)OC)[C@@H](c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,4.259982312033928,False,5.78423973440602,False,4.301670255124509,False,4.600855247245992,False
C#CCNC(=O)CSc1nnc(Nc2ccc(C(C)C)cc2)s1,5.857997394999996,True,,False,,False,,False
C#CCNS(=O)(=O)c1cccc(-c2nc(-c3ccc4[nH]ccc4c3)no2)c1,5.480242962999997,True,,False,5.107327214992345,True,,False
C#CCN[C@@H](C)Cc1ccccc1,4.160840269917776,False,,False,4.096954525750631,False,3.500734315810433,False
C#CCN[C@@H]1CCc2ccccc21,5.3224393749999965,True,,False,,False,,False
C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,5.091001726075531,False,,False,4.3344172940778565,False,,False
C#CCNc1nc2ccc(C(=O)N(CC#C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OCc3cncs3)cc2o1,,False,,False,,False,6.7537013921106865,False
C#CCO,4.171489992516044,False,,False,,False,,False
C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,4.47983445489223,False,4.138530880775606,False,,False,,False
C#CCOC(=O)C1=CCCN(C)C1,3.9603312067646774,False,,False,3.996954821384074,False,,False
C#CCOC(=O)C1=CCCN(C)C1.Cc1ccc(S(=O)(=O)O)cc1,3.7630322223300183,False,,False,4.2969560175302135,False,,False
C#CCOC(=O)NC(/C=C/CCCC)c1ccccc1,4.160840269917776,False,4.087203992408599,False,4.201669884204322,False,4.000855359141955,False
C#CCOC(=O)Nc1ccc(=O)n(Cc2c(Cl)cccc2Cl)c1,4.257419874781714,False,5.081239412948973,False,,False,,False
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,5.231964981575083,False,4.1406606175790355,False,,False,3.541790653333656,False
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1.Cl,,False,5.249702450799103,False,5.03442072867151,False,4.850821670533355,False
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,5.004480489959936,False,5.888187428246569,False,4.3478976657052595,False,4.614308099029232,False
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,,False,,False,,False,3.902121224568509,False
C#CCSc1n[nH]c(-c2ccco2)n1,5.059653630102904,False,,False,,False,,False
C#CCSc1nc(Cc2ccc(Cl)cc2)nc2ccccc12,5.257419874781714,False,4.831238989834795,False,,False,3.900980628935963,False
C#CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,5.307420859297304,False,,False,,False,4.200979882466957,False
C#CCSc1nnc(-c2sc(-c3ccccc3)nc2C)n1C,4.707421061046215,False,,False,4.692241142242068,False,5.10097975413276,False
C#CCSc1nnc(-c2sc3ccccc3c2Cl)o1,6.257419874781714,False,,False,,False,,False
C#CCSc1nncn1C(=O)/C=C/c1ccccc1,4.15742233238627,False,4.68123872420235,False,,False,,False
C#CC[N+](CC)(CC)CC#Cc1cccc(Cl)c1.[Br-],,False,,False,5.142241126006169,False,,False
C#CCn1c(S(=O)(=O)Cc2ccc(OC)cc2)nc(-c2ccccc2)c1-c1ccccc1,,False,4.831238989834795,False,4.342240150210577,False,4.300979991242114,False
C#C[C@@]1(O)CCC2C3CCC4=CC(=O)CCC4C3CC[C@@]21CC,,False,,False,,False,3.700733512777473,False
C#C[C@@]1(O)CCC2C3CCc4cc(O)ccc4C3CC[C@@]21C,,False,,False,,False,3.700733512777473,False
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@]21C,4.259982312033928,False,4.584219730527165,False,4.301670255124509,False,,False
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]21C,,False,,False,,False,4.000855359141955,False
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]21CC,,False,,False,,False,4.000855359141955,False
C#C[C@@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,4.262544749286143,False,4.9871949150515835,False,4.101668763344926,False,,False
C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@H]4[C@H]3CC[C@]21C,,False,4.084221702678786,False,,False,4.4007317326115984,False
C#C[C@H](N)CCC(=O)O,,False,,False,4.401667797519954,False,,False
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,False,4.949691042568217,False,4.1399068169103215,False,3.950826131650353,False
C#C[C@]1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CC[C@@]21C,,False,,False,,False,3.6007338084109173,False
C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4C3CC[C@@]21C,,False,,False,,False,3.500734315810433,False
C#C[C@]1(O)CCC2C3CCC4=Cc5oncc5C[C@@]4(C)C3CC[C@@]21C,,False,,False,,False,4.0007325469525,False
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=CCCC[C@@H]4[C@@H]3CC[C@@]21C,4.262544749286143,False,4.284220827875583,False,,False,4.000855359141955,False
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,4.3601683759933865,False,5.184224419702565,False,4.4969551427270105,False,4.400855844594888,False
C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,5.660249614282472,False,,False,,False,4.100856941943307,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,,False,5.5996964603675305,False,4.0344169708398665,False,3.9008264964383135,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,,False,4.419113209520216,False,3.9732520511108222,False,3.620242557126404,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,False,5.219110802239799,False,4.560219537992346,True,3.8197116419668737,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,False,4.8941103405017286,False,3.804950686926677,False,3.750825355927447,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,4.435417148350865,False,4.644112801663683,False,3.7975327020227754,False,3.5202427334327653,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,4.4298351216206,False,5.186922636040271,False,4.667706549296877,False,4.395240858454041,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,4.522557700799536,False,4.548141516629045,True,,False,3.89661804493368,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,5.01041666793724,False,4.769113468113392,False,4.073252490208837,False,4.195243312632272,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,4.531656049235775,False,4.399695684644625,False,,False,4.300820713851039,False
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,4.429587262819646,False,4.499695145639398,False,,False,4.400823229000954,False
C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@]21C,4.259982312033928,False,,False,,False,4.400855844594888,False
C#C[C@]1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CC[C@]21C,,False,,False,,False,3.500734315810433,False
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,,False,4.5996964603675305,False,4.134416852957513,False,4.5508312225969085,False
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,,False,4.499695145639398,False,,False,,False
C#Cc1ccc(-c2nnc([C@H]3CCO[C@@H]3c3ccccc3)[nH]2)nc1,5.795675677999997,True,,False,5.128159079992345,True,,False
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,False,,False,,False,4.350820860062862,False
C#Cc1ccnc(N(CC)C(=O)c2cccc(OCCOC)c2)c1,,False,,False,,False,4.557309951999355,True
C#Cc1cnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)CCC)c3F)c2c1,,False,4.639124518466617,False,,False,,False
C(#CC1C=CC2OC(c3ccccc3)OCC2O1)c1ccccc1,,False,5.187211884060712,False,,False,4.700731783825896,False
C(/C=C/C=C/Nc1ccccc1)=Nc1ccccc1.Cl,4.27983424034321,False,,False,3.9732520511108222,False,,False
C(/C=C/c1ccco1)=N/N1CCN(c2ccccc2)CC1,4.407421427436482,False,,False,,False,,False
C(/C=C\c1ccccc1)=Nc1ccc2c(c1)Cc1ccccc1-2,5.760226932984833,False,,False,,False,4.500855491657727,False
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,4.379834585718382,False,4.938529421142464,False,,False,,False
C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)\CNC1CCOCC1,,False,,False,5.002688335122413,False,,False
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,False,4.231367894822332,True,4.884412652001449,False,4.6007310617021595,False
C(=C/c1nnc(-c2cccs2)o1)\c1ccccc1,4.957420840606687,False,4.131237783223632,False,4.142241126006169,False,,False
C(=C1\CCCC2=C1Nc1ncnn1C2c1ccccc1)\c1ccccc1,4.357421457583067,False,4.381238666479966,False,,False,,False
C(=C\c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.43521331455371,False,4.087203992408599,False,4.696954248963817,False,4.200733164600383,False
C(=C\c1ccccc1)\CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,4.059653630102904,False,4.584219730527165,False,4.796954045378592,False,,False
C(=N/N(c1ccccc1)c1ccccc1)\c1ccc2c(c1)OCO2,5.057421961466083,False,,False,4.492240905132714,False,3.900980628935963,False
C(=N/N1CCN(C2c3ccccc3-c3ccccc32)CC1)\c1cccnc1,4.757421643639647,False,5.981239042028786,False,5.692241142242068,False,4.0009781713314085,False
C(=N/Nc1nc(Nc2ccccc2)nc(N2CCOCC2)n1)\c1c[nH]c2ccccc12,4.357421457583067,False,,False,,False,3.900980628935963,False
