SMILES,pAC50,source
C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.042499585490813,tox21
C#CCC1CCCN(C(=O)c2cc(-c3cccc(C(F)(F)F)c3)nc3onc(C)c23)C1,6.171894856999355,challenge
C#CCCCC(=O)Nc1ccccc1,3.700856324966927,ncgc;veith
C#CCCCC(=S)Nc1ccccc1,3.700856324966927,ncgc;veith
C#CCCCCCCCCCCCC(O)CC(O)CO,3.500734315810433,ncgc
C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,3.500734315810433,ncgc
C#CCCCCCCCCCCCc1ccco1,3.500734315810433,ncgc
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@@H]12,4.6007310617021595,ncgc
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@H]12,4.500855491657727,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@@H]12,4.600855247245992,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@H]12,4.500855491657727,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CCC(=O)OCC)C(=O)[C@H]3CC[C@@H]12,4.6007310617021595,ncgc
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CCC(=O)OCC)C(=O)[C@H]3CC[C@H]12,4.400855844594888,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C[C@@H]4CCCO4)C(=O)[C@H]3CC[C@@H]12,4.500855491657727,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C[C@@H]4CCCO4)C(=O)[C@H]3CC[C@H]12,4.300732301935884,ncgc
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3CC[C@@H]12,5.400851512004959,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3CC[C@H]12,5.000860533770288,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]3CC[C@H]12,4.500855491657727,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@@H]12,4.500855491657727,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@H]12,4.500855491657727,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@@H]12,4.600855247245992,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@H]12,4.500855491657727,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@@H]3CC[C@@H]12,4.600855247245992,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@@H]3CC[C@H]12,4.500855491657727,ncgc;veith
C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n([C@@H](CC)c3ccccc3)c(=O)n12,4.500855491657727,ncgc;veith
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,3.700733512777473,ncgc
C#CCN(C)Cc1ccccc1,5.300704770509718,ncgc
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,3.439660016156209,tox21
C#CCN1C(C)=C(C(=O)CCO)[C@@H](c2cccc(-n3oo3)c2)C(C(=O)OC)=C1C,4.600855247245992,ncgc;veith
C#CCN1C(C)=C(C(=O)OC)[C@@H](c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,4.600855247245992,ncgc;veith
C#CCN[C@@H](C)Cc1ccccc1,3.500734315810433,ncgc
C#CCNc1nc2ccc(C(=O)N(CC#C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OCc3cncs3)cc2o1,6.7537013921106865,pharmabench
C#CCOC(=O)NC(/C=C/CCCC)c1ccccc1,4.000855359141955,ncgc;veith
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,3.541790653333656,tox21
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1.Cl,4.850821670533355,tox21
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,4.614308099029232,tox21
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,3.902121224568509,pharmabench
C#CCSc1nc(Cc2ccc(Cl)cc2)nc2ccccc12,3.9009806289359634,veith
C#CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,4.200979882466957,veith
C#CCSc1nnc(-c2sc(-c3ccccc3)nc2C)n1C,5.10097975413276,veith
C#CCn1c(S(=O)(=O)Cc2ccc(OC)cc2)nc(-c2ccccc2)c1-c1ccccc1,4.300979991242114,veith
C#C[C@@]1(O)CCC2C3CCC4=CC(=O)CCC4C3CC[C@@]21CC,3.700733512777473,ncgc
C#C[C@@]1(O)CCC2C3CCc4cc(O)ccc4C3CC[C@@]21C,3.700733512777473,ncgc
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]21C,4.000855359141955,ncgc;veith
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]21CC,4.000855359141955,ncgc;veith
C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@H]4[C@H]3CC[C@]21C,4.4007317326115984,ncgc
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,3.9508261316503526,tox21
C#C[C@]1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CC[C@@]21C,3.6007338084109173,ncgc
C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4C3CC[C@@]21C,3.500734315810433,ncgc
C#C[C@]1(O)CCC2C3CCC4=Cc5oncc5C[C@@]4(C)C3CC[C@@]21C,4.0007325469525,ncgc
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=CCCC[C@@H]4[C@@H]3CC[C@@]21C,4.000855359141955,ncgc;veith
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,4.400855844594888,ncgc;veith
C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,4.100856941943307,ncgc;veith
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,3.9008264964383135,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,3.6202425571264043,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,3.8197116419668737,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3.750825355927447,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,3.5202427334327653,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,4.395240858454041,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,3.89661804493368,ncgc;tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,4.195243312632272,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,4.300820713851039,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,4.400823229000954,tox21
C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@]21C,4.400855844594888,ncgc;veith
C#C[C@]1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CC[C@]21C,3.500734315810433,ncgc
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,4.5508312225969085,tox21
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,4.350820860062862,tox21
C#Cc1ccnc(N(CC)C(=O)c2cccc(OCCOC)c2)c1,4.557309951999355,challenge
C(#CC1C=CC2OC(c3ccccc3)OCC2O1)c1ccccc1,4.700731783825896,ncgc
C(/C=C\c1ccccc1)=Nc1ccc2c(c1)Cc1ccccc1-2,4.500855491657727,ncgc;veith
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.6007310617021595,ncgc
C(=C\c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.200733164600383,ncgc
C(=N/N(c1ccccc1)c1ccccc1)\c1ccc2c(c1)OCO2,3.9009806289359634,veith
C(=N/N1CCN(C2c3ccccc3-c3ccccc32)CC1)\c1cccnc1,4.0009781713314085,veith
C(=N/Nc1nc(Nc2ccccc2)nc(N2CCOCC2)n1)\c1c[nH]c2ccccc12,3.9009806289359634,veith
C(=N\Nc1ccccn1)\c1cccnc1,4.500855491657727,ncgc;veith
C(=N\Nc1nnc2c(n1)[nH]c1ccccc12)\c1cccnc1,4.500855491657727,ncgc;veith
C(=Nc1ccc2c(c1)Cc1ccccc1-2)c1ccccn1,4.600855247245992,ncgc;veith
C(CCc1nnc2c(n1)CCCC2)Cc1nnc2c(n1)CCCC2,4.500855491657727,ncgc;veith
C/C(=C(/CCO)SSC[C@@H]1CCCO1)N(C=O)Cc1cnc(C)nc1N,4.100856941943307,ncgc;veith
C/C(=C(/CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,3.800734633636869,ncgc
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,5.600743662058825,tox21
C/C(=C(\CCO)SS/C(CCO)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,3.800825055923758,tox21
C/C(=C(\CCOC(=O)C(C)C)SS/C(CCOC(=O)C(C)C)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,5.400845557192104,tox21
C/C(=C1\CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,3.800825055923758,tox21
C/C(=C\C(=O)c1ccc(Br)cc1)NCc1ccc2c(c1)OCO2,4.700979137156381,veith
C/C(=C\C(=O)c1ccc(Cl)cc1)NCc1ccc2c(c1)OCO2,5.200979882466957,veith
C/C(=C\C(=O)c1ccccc1)Nc1ccc(Br)c(Cl)c1,3.950978999210623,veith
C/C(=C\C1CCCCC1)C(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccc(-c2ccccc2)cc1,4.000855359141955,ncgc;veith
C/C(=C\C1CCCCC1)C(NC(=O)c1cccnc1)c1ccc(-c2ccccc2)cc1,4.500855491657727,ncgc;veith
C/C(=C\COc1ccc2ccc(=O)oc2c1)C/C=C/C(C)C,3.700724100248058,pharmabench
C/C(=C\[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,4.800725927200039,ncgc
C/C(=C\c1ccc(N(C)C)cc1)[N+](=O)[O-],3.950978999210623,veith
C/C(=C\c1ccccc1)[N+](=O)[O-],3.389660112960413,tox21
C/C(=C\c1ccco1)C1C(C#N)=C(N)Oc2n[nH]c(-c3ccccc3)c21,4.500979940189341,veith
C/C(=N/NC(=O)c1ccncc1)c1ccccc1Cl,4.500855491657727,ncgc;veith
C/C(=N/NS(=O)(=O)c1ccc(C)cc1)c1cccc(NC(=O)c2cccc(Cl)c2)c1,4.950978999210624,veith
C/C(=N/Nc1ccc2ccccc2n1)c1ccccc1O,4.600855247245992,ncgc;veith
C/C(=N\N1CCN(C2c3ccccc3-c3ccccc32)CC1)c1cccnc1,4.650980205821786,veith
C/C(=N\N1CCN(C2c3ccccc3-c3ccccc32)CC1)c1ccncc1,5.10097975413276,veith
C/C(=N\N=C(c1ccccc1)c1ccccc1)c1cccs1,3.950978999210623,veith
C/C(=N\NC(=O)CC1N=C(Cc2ccccc2)NNC1=O)c1ccc(Cl)cc1Cl,5.0009781713314085,veith
C/C(=N\NC(=O)CSCc1ccc(Cl)cc1)c1ccc2c(c1)OCCO2,3.950978999210623,veith
C/C(=N\NC(=O)Cc1ccc(Cl)cc1)c1ccccn1,3.950978999210623,veith
C/C(=N\NC(=O)c1[nH]c2c([N+](=O)[O-])cc(C)cc2c1-c1ccccc1)c1cccnc1,5.050979155846998,veith
C/C(=N\NC(=O)c1ccc(Cl)cc1)c1ccc(Br)s1,3.950978999210623,veith
C/C(=N\NC(=O)c1ccc(Cl)cc1)c1cccc(NC(=O)C(C)C)c1,3.9009806289359634,veith
C/C(=N\NC(=O)c1cccc(Cl)c1)c1cccc(NC(=O)C(C)C)c1,3.9009806289359634,veith
C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O,4.916844481389216,pharmabench
C/C(=N\NC(=O)c1ccncc1)c1ccc2ccccc2c1O,4.500855491657727,ncgc;veith
C/C(=N\NC(=S)Nc1ccc(F)cc1)C1CC1,3.950978999210623,veith
C/C(=N\NC(=S)Nc1cccc(C)c1)c1ccccc1,4.150979723986175,veith
C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1cccc(N)c1,4.550980230558093,veith
C/C(=N\Nc1nc(-c2ccc(C)cc2)nc2ccccc12)c1ccc([N+](=O)[O-])cc1,3.950978999210623,veith
C/C(=N\Nc1nc(N)cc(Cl)n1)c1cccc([N+](=O)[O-])c1,3.950978999210623,veith
C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)/C(C)=N/O,3.5008254353684456,tox21
C/C(=N\OC(=O)NC1CCCCC1)c1sc(-c2ccccc2)nc1C,3.9009806289359634,veith
C/C(=N\OCc1cccc(Cl)c1Cl)c1ccc(CC#N)s1,3.9009806289359634,veith
C/C(=N\n1nnnc1Nc1ccccc1)c1ccc(N)cc1,3.7509799750062154,veith
C/C(CC(=O)NC1CCCC1)=N\NC(=O)Cc1cccs1,4.0009781713314085,veith
C/C(CC(=O)NCCCN1CCOCC1)=N\NC(=O)COc1ccc(Cl)cc1,3.9009806289359634,veith
C/C(CC(=O)NCc1ccco1)=N\NC(=O)Cc1ccc(Cl)cc1,3.9009806289359634,veith
C/C(CC(=O)Nc1cc(Cl)ccc1Cl)=N\NC(N)=S,3.950978999210623,veith
C/C(CC(=O)Nc1cccc2c1CCCC2)=N\NC(=O)c1ccccc1N,4.550980230558093,veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,4.500855491657727,ncgc;veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/OC[C@@H](O)COCc1ccco1,4.600855247245992,ncgc;veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/OC[C@@H](O)[C@H]1O[C@H]2OC(C)(C)O[C@H]2[C@@H]1O,4.500855491657727,ncgc;veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,4.600855247245992,ncgc;veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,4.500855491657727,ncgc;veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,4.55085536945186,ncgc;veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)c1cn([C@H]2COC[C@H]2O)nn1,4.500855491657727,ncgc;veith
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,4.6007310617021595,ncgc
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\OC[C@@H](O)COCc1ccco1,4.500855491657727,ncgc;veith
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,4.500855491657727,ncgc;veith
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,4.600855247245992,ncgc;veith
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,4.500855491657727,ncgc;veith
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,4.450855668126308,ncgc;veith
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,4.6007310617021595,ncgc
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\OC[C@@H](O)COCc1ccco1,4.500855491657727,ncgc;veith
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,4.500855491657727,ncgc;veith
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,4.500855491657727,ncgc;veith
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,4.400855844594888,ncgc;veith
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@@H]2COC[C@@H]2O)nn1,4.600855247245992,ncgc;veith
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,4.700854543960798,ncgc;veith
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,4.500855491657727,ncgc;veith
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\OC[C@@H](O)COCc1ccco1,4.600855247245992,ncgc;veith
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\OC[C@@H](O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O,4.500855491657727,ncgc;veith
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,4.500855491657727,ncgc;veith
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,4.500855491657727,ncgc;veith
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,4.5007310431261125,ncgc
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,4.525855496301738,ncgc;veith
C/C(CCc1ccc2c(c1)OCO2)=N\N=C1\NC(=O)CC(C(=O)Nc2ccccc2)S1,4.750979975006215,veith
C/C(CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)=C(/F)CN,5.07821248362419,pharmabench
C/C(CN)=C(/F)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,4.555333738343853,pharmabench
C/C(Cl)=C/CSc1nnc2n(N)c(=O)c3ccccc3n12,4.050979155846999,veith
C/C(Cl)=C\Cn1c(N2CCCC2)nc2c1c(=O)[nH]c(=O)n2C,3.9009806289359634,veith
C/C(N)=C(/C#N)C(=O)COc1ncnc2ccc(Br)cc12,3.850979610051467,veith
C/C(N)=C(/C#N)C(=O)CSc1nnc(COc2cc(C)ccc2C)o1,4.550980230558093,veith
C/C(O)=C(/C#N)C(=O)Nc1cc(Br)ccc1Br,3.9008578167465098,ncgc;veith
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-]C(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)([O-])O[C@H]1C(O)C(n6cnc7cc(C)c(C)cc76)O[C@@H]1CO)C5CC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C2CCC(N)=O.[CH2-]C1OC(n2cnc3c(N)ncnc32)C(O)C1O.[Co],4.5007310431261125,ncgc
C/C1=C\CC(C)(C)/C=C/C(=O)/C(C)=C/CC1,3.9950284951228916,pharmabench
C/C1=C\CC[C@@]2(C)O[C@@H]2CC(C)(C)/C=C/C1=O,3.6486396270830843,pharmabench
C/C1=C\[C@H](O)C[C@@]2(C)O[C@@H]2CC(C)(C)/C=C/C1=O,3.6208401805041,pharmabench
C/C=C(/C)C(=O)OC1Cc2c(ccc3ccc(=O)oc23)OC1(C)C,3.9007350045570557,ncgc
C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,3.9257792115823413,ncgc;tox21
C/C=C(C(=C\C)\c1ccc(O)cc1)/c1ccc(O)cc1,4.20085652353367,ncgc;veith
C/C=C(C)/C=C/C=C(C)C,3.417151798381924,tox21
C/C=C(\C)C(=O)OC1CC(OC(C)=O)[C@@]2(C(=O)OC)COC3C2[C@@]12CO[C@](O)(C(=O)OC)C2[C@](C)(C12O[C@@]1(C)C1CC2OC2OC=C[C@]21O)C3O,4.0007325469525,ncgc
C/C=C(\C)C(=O)OC1[C@@H]2C=C3C4CC(=O)OC(c5ccoc5)[C@]4(C)CCC3[C@@](C)(C2=O)C(C(O)C(=O)OC)C1(C)C,4.0007325469525,ncgc
C/C=C(\C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(C)=O,3.700733512777473,ncgc
C/C=C(\C)C(=O)OCCC(C)CCC=C(C)C,3.439660016156209,tox21
C/C=C(\C)C(=O)O[C@@H]1C(C)=C2[C@H]([C@@H]1OC(=O)CCCCCCC)[C@@](C)(OC(C)=O)C[C@@H](OC(=O)CCC)[C@@]1(O)[C@H]2OC(=O)[C@]1(C)O,4.500855491657727,ncgc;veith
C/C=C/C(=O)C1=C(C)CCCC1(C)C,3.389660112960413,tox21
C/C=C/C(=O)CC,3.955137325537543,tox21
C/C=C/C(=O)CCCC,3.439660016156209,tox21
C/C=C/C(=O)N(CC)c1ccccc1C,4.0007325469525,ncgc
C/C=C/C(=O)Oc1c(CCCCCC(C)C)cc([N+](=O)[O-])cc1[N+](=O)[O-],3.789660328924889,tox21
C/C=C/C1Oc2ccc(OC)cc2N2C(=O)C(C)C(OCOC)C12,4.5007310431261125,ncgc
C/C=C/C=C/CCCCCCCO,3.789660328924889,tox21
C/C=C/C=C/CO,3.1896597922746044,tox21
C/C=C/C=C/COC(=O)C(C)C,3.539659885330057,tox21
C/C=C/C=N/NC(=O)c1ccncc1,3.8508248169222203,tox21
