SMILES,pAC50,source
Brc1ccc(CSc2nccn2-c2ccccc2)cc1,4.131237783223632,veith
Brc1ccc(N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1.Cl,3.981239042028786,veith
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,4.436766071917197,tox21
Brc1ccc(Oc2ccc(Br)cc2)cc1,4.213353325923412,tox21
Brc1ccc(Oc2ccccc2)cc1,3.9457842768823257,tox21
Brc1ccc2ncnc(Nc3cccc4ccccc34)c2c1,4.88123792116939,veith
Brc1cccc(C2CCN(c3ncnc4nc[nH]c34)C2)c1,5.025751562003728,challenge
Brc1ccccc1-c1ccccc1,4.112453328491874,tox21
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,3.7842959678547405,tox21
C#CC(O)C(CC)CCCC,3.8385301209917824,tox21
C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.541371414027482,tox21
C#CCCC(=O)Nc1nc(-c2ccc(NS(C)(=O)=O)cc2)cs1,4.716332523003728,challenge
C#CCCCC(=S)Nc1ccccc1,3.6872033036619767,ncgc
C#CCCCCCCCCCCCCCCCC(=O)O,4.184219245074232,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@H]12,4.984216978540185,ncgc;veith
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@@H]3CC[C@H]12,5.084220332573883,ncgc;veith
C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(Cc3cc4c(cc3Cl)OCO4)c(=O)n12,5.887183482540238,ncgc
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,4.088530344873387,tox21
C#CCN1C(C)=C(C(=O)OC)[C@@H](c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,5.78423973440602,ncgc;veith
C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,4.138530880775606,tox21
C#CCOC(=O)NC(/C=C/CCCC)c1ccccc1,4.087203992408599,ncgc
C#CCOC(=O)Nc1ccc(=O)n(Cc2c(Cl)cccc2Cl)c1,5.081239412948973,veith
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,4.1406606175790355,tox21
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1.Cl,5.249702450799103,tox21
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,5.888187428246569,tox21
C#CCSc1nc(Cc2ccc(Cl)cc2)nc2ccccc12,4.831238989834795,veith
C#CCSc1nncn1C(=O)/C=C/c1ccccc1,4.68123872420235,veith
C#CCn1c(S(=O)(=O)Cc2ccc(OC)cc2)nc(-c2ccccc2)c1-c1ccccc1,4.831238989834795,veith
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@]21C,4.584219730527165,ncgc;veith
C#C[C@@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,4.9871949150515835,ncgc
C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@H]4[C@H]3CC[C@]21C,4.084221702678786,ncgc;veith
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,4.949691042568217,tox21
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=CCCC[C@@H]4[C@@H]3CC[C@@]21C,4.284220827875583,ncgc;veith
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,5.184224419702565,ncgc;veith
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,5.5996964603675305,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,4.419113209520216,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,5.219110802239799,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.8941103405017286,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,4.644112801663683,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,5.186922636040271,pharmabench;tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,4.548141516629045,challenge;tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,4.769113468113392,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,4.399695684644625,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,4.499695145639398,tox21
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,4.5996964603675305,tox21
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,4.499695145639398,tox21
C#Cc1cnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)CCC)c3F)c2c1,4.639124518466617,pharmabench
C(#CC1C=CC2OC(c3ccccc3)OCC2O1)c1ccccc1,5.187211884060712,ncgc
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,4.938529421142464,tox21
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.231367894822332,challenge;tox21
C(=C/c1nnc(-c2cccs2)o1)\c1ccccc1,4.131237783223632,veith
C(=C1\CCCC2=C1Nc1ncnn1C2c1ccccc1)\c1ccccc1,4.381238666479966,veith
C(=C\c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.087203992408599,ncgc
C(=C\c1ccccc1)\CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,4.584219730527165,ncgc;veith
C(=N/N1CCN(C2c3ccccc3-c3ccccc32)CC1)\c1cccnc1,5.981239042028786,veith
C(=N/n1cnnc1)\c1cccn1-c1ccccc1,4.581238740591187,veith
C(=Nc1ccc2c(c1)Cc1ccccc1-2)c1ccccn1,4.687200030977656,ncgc
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,5.699697196683655,tox21
C/C(=C1/SC(N2CCCC2)=NC1=O)c1ccc(Br)cc1,4.931238759019225,veith
C/C(=C\C(=O)c1ccc(Br)cc1)NCc1ccc2c(c1)OCO2,4.231237939860009,veith
C/C(=C\C(=O)c1ccc(Cl)cc1)NCc1ccc2c(c1)OCO2,4.381238666479966,veith
C/C(=C\C(=O)c1ccccc1)Nc1ccc(Br)c(Cl)c1,4.231237939860009,veith
C/C(=C\C1CCCCC1)C(NC(=O)c1cccnc1)c1ccc(-c2ccccc2)cc1,4.284220827875583,ncgc;veith
C/C(=C\c1ccc(Cl)cc1)C(C)(C)C(=O)O,4.787200049553703,ncgc
C/C(=C\c1ccccc1)[N+](=O)[O-],4.138530880775606,tox21
C/C(=C\c1ccco1)C1C(C#N)=C(N)Oc2n[nH]c(-c3ccccc3)c21,6.331238507999185,veith
C/C(=N/NC(=O)Cc1cccn1C)c1ccccc1,3.88123792116939,veith
C/C(=N/NC(=O)c1ccc(C)s1)c1cccc(NC(=O)COc2ccc(Cl)cc2C)c1,5.181236955344418,veith
C/C(=N/NC(=O)c1ccc(NC(=O)c2ccc(F)cc2)cc1)c1ccccc1,4.581238740591187,veith
C/C(=N/NC(=O)c1cccs1)c1ccc(NC(=O)COc2ccc(Cl)cc2Cl)cc1,4.631238141608918,veith
C/C(=N/NS(=O)(=O)c1ccc(C)cc1)c1cccc(NC(=O)c2cccc(Cl)c2)c1,4.68123872420235,veith
C/C(=N/Nc1ccc2ccccc2n1)c1ccccc1O,4.884219346423415,ncgc;veith
C/C(=N\N1CCN(C2c3ccccc3-c3ccccc32)CC1)c1cccnc1,5.531238789289352,veith
C/C(=N\N1CCN(C2c3ccccc3-c3ccccc32)CC1)c1ccncc1,4.931238759019225,veith
C/C(=N\N=C(c1ccccc1)c1ccccc1)c1cccs1,5.431238405874674,veith
C/C(=N\NC(=O)CSCc1ccc(Cl)cc1)c1ccc2c(c1)OCCO2,4.381238666479966,veith
C/C(=N\NC(=O)Cc1ccc(Cl)cc1)c1ccccn1,4.131237783223632,veith
C/C(=N\NC(=O)Cc1ccccc1)c1cccs1,4.131237783223632,veith
C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,4.588528406643712,tox21
C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)[O-].[Na+],4.638529123679475,tox21
C/C(=N\NC(=O)c1[nH]c2c([N+](=O)[O-])cc(C)cc2c1-c1ccccc1)c1cccnc1,4.331238507999185,veith
C/C(=N\NC(=O)c1ccccc1C)c1ccc(NC(=O)c2cccs2)cc1,4.131237783223632,veith
C/C(=N\NC(=O)c1ccncc1)c1ccc2ccccc2c1O,6.284220827875583,ncgc;veith
C/C(=N\NC(=S)Nc1cccc(C)c1)c1ccccc1,4.4812387752551235,veith
C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1cccc(N)c1,4.531238789289352,veith
C/C(=N\Nc1nc(N)cc(Cl)n1)c1cccc([N+](=O)[O-])c1,4.131237783223632,veith
C/C(=N\Nc1nnc(-c2ccccc2)c(-c2ccccc2)n1)c1cccc([N+](=O)[O-])c1,3.981239042028786,veith
C/C(=N\OC(=O)NC(C)C)c1sc(-c2ccc(Cl)cc2)nc1C,4.431238405874674,veith
C/C(=N\OC(=O)NC(C)C)c1sc(-c2ccccc2)nc1C,4.231237939860009,veith
C/C(=N\OC(=O)NC1CCCCC1)c1sc(-c2ccccc2)nc1C,4.231237939860009,veith
C/C(=N\OCc1cccc(Cl)c1Cl)c1ccc(CC#N)s1,4.331238507999185,veith
C/C(=N\n1nnnc1Nc1ccccc1)c1ccc(N)cc1,4.231237939860009,veith
C/C(CC(=O)Nc1cccc2c1CCCC2)=N\NC(=O)c1ccccc1N,4.131237783223632,veith
C/C(CC(=O)Nc1ccccn1)=N\NC(=O)C(=O)Nc1cccc(Cl)c1C,4.68123872420235,veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/OC[C@@H](O)COCc1ccco1,5.084220332573883,ncgc;veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,4.884219346423415,ncgc;veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,4.8342192398008415,ncgc;veith
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)c1cn([C@H]2COC[C@H]2O)nn1,5.084220332573883,ncgc;veith
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,4.884219346423415,ncgc;veith
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,4.784219133178269,ncgc;veith
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,4.6842193775900025,ncgc;veith
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,5.787241252009206,ncgc
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,4.787200049553703,ncgc
C/C(CCc1ccc2c(c1)OCO2)=N\N=C1\NC(=O)CC(C(=O)Nc2ccccc2)S1,4.381238666479966,veith
C/C(C[n+]1ccccc1)=N\N=C(N)N,5.887183482540238,ncgc
C/C(Cl)=C/CSc1nnc2n(N)c(=O)c3ccccc3n12,3.931238759019225,veith
C/C(N)=C(/C#N)C(=O)CSc1nnc(COc2cc(C)ccc2C)o1,4.431238405874674,veith
C/C(O)=C(/C#N)C(=O)Nc1cc(Br)ccc1Br,4.387202152451927,ncgc
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-][C@@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n6cnc7cc(C)c(C)cc76)O[C@@H]1CO)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O.[C-]#N.[Co+3],4.449695384640936,tox21
C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,4.399695684644625,tox21
C/C=C(C(=C/C)/c1ccc(OC(C)=O)cc1)\c1ccc(OC(C)=O)cc1,4.699697196683655,tox21
C/C=C(C(=C\C)\c1ccc(O)cc1)/c1ccc(O)cc1,5.384228610767986,ncgc;veith
C/C=C(C)/C=C/C=C(C)C,3.7910220573923734,tox21
C/C=C(\C)C(=O)OCCC(C)CCC=C(C)C,4.038530441677591,tox21
C/C=C(\C)C(=O)O[C@@H]1C(C)=C2[C@H]([C@@H]1OC(=O)CCCCCCC)[C@@](C)(OC(C)=O)C[C@@H](OC(=O)CCC)[C@@]1(O)[C@H]2OC(=O)[C@]1(C)O,3.7842205065326477,ncgc;veith
C/C=C/C(=O)CCCC,3.888530401930029,tox21
C/C=C/C(=O)N(CC)c1ccccc1C,4.038530441677591,tox21
C/C=C/C(=O)Oc1c(CCCCCC(C)C)cc([N+](=O)[O-])cc1[N+](=O)[O-],5.188524066442228,tox21
C/C=C/C=C/C(=O)O,3.888530401930029,tox21
C/C=C/C=C/CCCCCCCO,4.788529492223417,tox21
C/C=C/C=C/CO,3.7885301040785704,tox21
C/C=C/C=C/COC(=O)C(C)C,4.038530441677591,tox21
C/C=C/C=N/NC(=O)c1ccncc1,4.449695384640936,tox21
C/C=C/C=O,4.155518033667482,tox21
C/C=C/OC(=O)NC(c1ccccc1)[C@@]1(C(=O)OCC)CCCC1=O,4.687200030977656,ncgc
C/C=C/OC(=O)NC(c1ccccc1)[C@]1(C(C)=O)CCCC1=O,4.687200030977656,ncgc
C/C=C/OC(=O)NC(c1ccccc1)[C@]1(C(C)=O)CCOC1=O,5.387218555056005,ncgc
C/C=C/c1ccc(O)c(OC)c1,4.53853042990295,tox21
C/C=C/c1ccc(OC)c(OC)c1,4.088530344873387,tox21
C/C=C/c1ccc(OC)cc1,4.449695384640936,tox21
C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.439595122201758,tox21
C/C=C1/CC2C=CC1C2,3.7885301040785704,tox21
C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C,3.6872033036619767,ncgc
C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.197080684914892,tox21
C/C=C\C/C=C/CCCCCCCCOC(C)=O,4.3885311946544245,tox21
C1=Cc2ccccc2C1,4.038530441677591,tox21
C1C2OC2C2C1C1CC2C2OC12,3.736761743931008,tox21
C1CC(COCC2CO2)CCC1COCC1CO1,3.8385301209917824,tox21
C1CCC(SSC2CCCCC2)CC1,3.9885299994982155,tox21
C1CN(SSN2CCOCC2)CCO1,4.140664952383467,tox21
C1CNCCN1,4.075929358400354,tox21
C1COC(NC(C2CC2)C2CC2)=N1,4.287203117605396,ncgc
C1COCO1,3.7628111096099444,tox21
C=C(C#N)C(=O)OCC,3.888530401930029,tox21
C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.961949205936137,tox21
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,4.463937636946358,tox21
C=C(C)C(=O)OCC(CC)CCCC,3.8300963461551314,tox21
C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,5.088532786506383,tox21
C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,4.038530441677591,tox21
C=C(C)C(=O)OCCCCCCCCCCOC(=O)C(=C)C,4.088530344873387,tox21
C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,4.088530344873387,tox21
C=C(C)C(=O)OCCCCOC(=O)C(=C)C,4.038530441677591,tox21
C=C(C)C(=O)OCCC[Si](Cl)(Cl)Cl,4.184296742273221,tox21
C=C(C)C(=O)OCCC[Si](OC)(OC)OC,4.140843908143539,tox21
C=C(C)C(=O)OCCN(C)C,3.8839445667093635,tox21
C=C(C)C(=O)OCCOC1CC2CC1C1C=CCC21,4.007581909791714,tox21
C=C(C)C(=O)OCCOCC,4.086408878488691,tox21
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,3.963176549691461,tox21
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,4.138530880775606,tox21
C=C(C)C(O)/C=C/c1ccc(Br)cc1,4.787200049553703,ncgc
C=C(C)C(O)/C=C/c1ccc(C)cc1,4.787200049553703,ncgc
C=C(C)C(O)/C=C/c1ccc(OC)cc1,4.88720077167744,ncgc
C=C(C)C(O)/C=C/c1cccc(OC)c1,4.387202152451927,ncgc
C=C(C)C1CC=C(C)/C(=N/NC(=O)c2ccc(NC(=O)c3cccc(C)c3)cc2)C1,5.081239412948973,veith
C=C(C)C1OCCC1CNC(=O)N1CCCC1c1nc2cc(C)ccc2[nH]1,3.3755135800037275,challenge
C=C(C)CCCC(C)CCO,3.8385301209917824,tox21
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],4.138530880775606,tox21
C=C(C)CN(Cc1ccccc1)C(=O)C(=O)Nc1ccc2c(c1)C(=O)NCC2,4.8532496100037275,challenge
C=C(C)CNCC(=C)C.Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.784219133178269,ncgc;veith
C=C(C)COc1ccc2c(c1)CC[C@@H]1[C@H]3C/C(=N\O)C(=O)[C@@]3(C)CC[C@@H]21,4.787200049553703,ncgc
C=C(C)CSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1.Cl,4.181236955344418,veith
C=C(C)[C@@H]1CC=C(C=O)CC1,3.7885301040785704,tox21
C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,4.038530441677591,tox21
C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1,4.188530214047235,tox21
C=C(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]14C.CC(C)(O)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]14C,3.8842202108992034,ncgc;veith
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,4.218449079111767,ncgc;tox21
C=C(C)[C@H]1Cc2c(ccc3c2O[C@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.7842205065326477,ncgc;veith
C=C(C)c1cccc(C(C)(C)N=C=O)c1,4.438530657642067,tox21
C=C(C)c1cccc(C(C)(C)NC(=O)N2CCN(C/C=C/c3ccccc3)CC2)c1,4.28123853814577,veith
C=C(C)c1cccc(C(C)(C)NC(=O)Nc2cc(C)ccc2OC)c1,4.28123853814577,veith
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,5.484206266808193,ncgc;veith
C=C(CC1(C(C)NP(=O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,4.3842204094659465,ncgc;veith
C=C(CC1(CNP(=O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,4.284220827875583,ncgc;veith
C=C(CC1([C@@H](NP(=O)(c2ccccc2)c2ccccc2)[C@H]2C[C@@H]2CCCC)CC1)c1cccc(OC)c1,3.6872033036619767,ncgc
C=C(CC1([C@@H](NP(=O)(c2ccccc2)c2ccccc2)[C@H]2C[C@@H]2CCCC)CC1)c1ccccc1,4.284220827875583,ncgc;veith
C=C(CC1([C@@H](NP(=O)(c2ccccc2)c2ccccc2)[C@H]2C[C@@H]2CCN(C(=O)OCC)S(=O)(=O)c2ccc(C)cc2)CC1)c1ccccc1,4.584219730527165,ncgc;veith
C=C(CO)[C@H]1Cc2c(ccc3c(=O)c4c(oc23)COc2cc(OC)c(OC)cc2-4)O1,7.186832572487833,ncgc
C=C(Cl)CSC(=S)N(CC)CC,4.0999597415441436,tox21
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,4.167676813944417,tox21
C=C/C(C)=C/C/C=C(\C)CCC=C(C)C,4.088530344873387,tox21
C=C/C=C/C=C/CCCCC,4.360932458613285,tox21
C=C1/C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,4.449695384640936,tox21
C=C1C(=O)C=C2CN(C(=O)c3ccccc3)[C@@](Cc3ccc(F)cc3)(C(=O)OC)[C@@H]12,4.6842193775900025,ncgc;veith
C=C1C(=O)C=C2CN(C(=O)c3ccccc3)[C@@](Cc3ccc(OC)cc3)(C(=O)OC)[C@@H]12,4.784219133178269,ncgc;veith
C=C1C(=O)O[C@H]2C[C@@]3(C)CCCC(=C)[C@@H]3C[C@H]12,3.6872033036619767,ncgc
C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,4.696383718904835,tox21
C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,4.593513836206531,tox21
C=C1CCN(C(=O)NCc2ccc(S(=O)(=O)NC3CC3)cc2)CC1,4.445633612003728,challenge
C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]1CC[C@H]2[C@@H](C)/C=C\[C@@H](C)C(C)C,3.987203621488413,ncgc
C=C1CC[C@@H]2O[C@]2(C)CC[C@@H]2[C@H]1CC2(C)C,3.8872025006290167,ncgc
C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,4.240307826556935,tox21
C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,4.142442720171185,tox21
C=C1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,4.687200030977656,ncgc
C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,4.364460326066331,tox21
C=C1[C@@H](C)[C@H]2[C@@H](Cc3ccccc3)NC(=O)[C@@]23[C@H](OC(C)=O)/C=C\[C@](C)(O)C(=O)[C@@H](C)C/C=C\[C@H]3[C@@H]1O,3.787202796262461,ncgc
C=CC(=C)CC/C=C(\C)CCC=C(C)C,4.410931578858854,tox21
C=CC(=C)CCC=C(C)C,3.6885301032844655,tox21
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].[Na+],4.0318417383661584,tox21
C=CC(=O)OC(C)(C)C,4.051484571438339,tox21
C=CC(=O)OCC(C)OCC(C)OCC(C)OC(=O)C=C,4.088530344873387,tox21
C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,4.307661302033679,tox21
C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,4.562645228615201,tox21
C=CC(=O)OCC(CO)(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)COC(=O)C=C,4.7935140107061756,tox21
C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,4.488531697426887,tox21
C=CC(=O)OCC(O)COc1ccccc1,3.888530401930029,tox21
C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,4.3885311946544245,tox21
C=CC(=O)OCCCCCCOC(=O)C=C,3.9357112992320626,tox21
C=CC(=O)OCCCCOC(=O)C=C,3.9885299994982155,tox21
C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,4.220470006327886,tox21
C=CC(=O)OCCOc1ccccc1,4.038530441677591,tox21
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,4.088530344873387,tox21
C=CC(C)(C)CC(=O)OC,4.087115288738647,tox21
