smiles,CYP3A4_class
CCc1cccc(C)c1NC(=O)[C@H](C)Sc1nc(C)c(C)o1,0
CCOC(=O)c1c(C)nsc1Nc1cccc(C)c1C,0
O=c1cc(OCc2ccccc2)ccn1-c1ccc2c3c([nH]c2c1)CC1CCCN1C3,0
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C6CC6)CC5)c([N+](=O)[O-])c4)c(Oc4cnc(N)c(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,0
Cc1cc(C)n2nc(C(=O)N3CCC4(CC3)Nc3ccccc3S(=O)(=O)N4)cc2n1,0
CCCN1CCN(c2ccc(N)cc2Cl)CC1,0
C[C@@H]1C[C@H](NC(=O)[C@@H]2CCCCN2C)CN1c1ccccc1,0
Cc1ccc(O[C@@H](C)CNC(=O)COc2ccc(C(N)=O)cc2)cc1,0
C[C@H](N[C@@H](CC(F)(F)F)c1ccc(F)cc1)C1CC1,0
O=C(NCCCn1nc2ccccn2c1=O)c1c(O)cccc1O,0
Nc1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1,0
C[C@@H]1C[C@H](C)CN(Cc2ccccc2CNC(=O)c2ccco2)C1,0
O=C(O)c1ccc2c(=O)n(-c3cccc(Cl)c3)c(=O)[nH]c2c1,0
Cc1ncn(C[C@@H](C)NC[C@H](O)c2cc(Cl)c3c(c2)OCCO3)c1C,0
O=C(Nc1ccc(F)cc1OCC(F)F)c1ccc(O)cc1,0
CCCCCCCCC=CCCCCCCCC(=O)NCCc1cc(OC)cc(OC)c1,0
CN(C)[C@H]1CC[C@@H](NC(=O)NCc2cc(Cl)c3c(c2)OCCO3)C1,0
CS(=O)(=O)N1CCc2ccc(OCCCN3CCCCC3)cc2C1,0
N#CCC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,0
COc1ccc(CCC(=O)N2CCN(C(=O)NCC(F)(F)F)CC2)cc1,0
O=C(O)Cc1ccccc1Cc1ccccc1,0
CCOc1ccc(CCNc2cn[nH]c(=O)n2)cc1OCC,0
Cc1nccn1-c1ccc([C@@H](C)NCc2cccnc2)cc1,0
Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CC(C)NCC5C)c4)CC3)cccc2n1,0
COCC(=O)NC[C@@H]1CCC2(CCN(Cc3cccc(-c4ccccc4C)c3)CC2)O1,0
Cc1ccc(C[C@H](C)NC(=O)N2CCC[C@H](CCC(N)=O)C2)c(C)c1,0
COc1ccc([C@H](C)CC(=O)OC2CCN(CC(F)(F)F)CC2)cc1,0
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cnc(-c3ccc(Cl)s3)s2)CC1,0
CN[C@H](CC1CCCCC1)[C@H]1CN(C)CCN1C,0
C=CCN1CCN(c2ccc(NC(=O)CS(=O)(=O)c3ccc4ccccc4c3)cc2)CC1,0
C#CCn1/c(=N/C(=O)c2ccc(S(=O)(=O)N(CCOC)CCOC)cc2)sc2cccc(OC)c21,0
c1ccn(Nc2nncs2)c1,0
CCOc1cc(C)ccc1NC(=O)N(C)[C@@H](C)CC#N,0
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)Nc2ccc(O)cc2)c1,0
Cn1cc(CNc2cc(OCC3CC3c3ccccn3)nc3ccnn23)cn1,0
Cc1nn(C)c(C)c1[C@@H](C)C(=O)N[C@@H](C)c1noc(Cc2ccccc2)n1,0
NS(=O)(=O)c1ccc(-c2nc3scc(-c4ccccc4)n3n2)cc1,0
COc1ccccc1-c1cc(C(CC(=O)O)C(=O)O)cc(-c2nc3cc(C(=N)N)ccc3[nH]2)c1O,0
Fc1cccc(Cl)c1CN1CCC[C@@H](N2CCCCC2)C1,0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCNc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,0
CC(C)(C)c1ccc(-c2nc3cc(NC(=O)Cc4ccccc4)ccc3o2)cc1,0
CC[C@H]1CCCC(=C2CCNCC2)C1,0
COc1ccccc1NC(=O)[C@H](C)Nc1ccc(CN2CCCC2=O)cc1,0
O=C(Cc1ccccc1Cl)Nc1ccc(N2CCN(Cc3ccccc3)CC2)cc1,0
Cc1cc(C)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)NC4(C(=O)N5CCC(CNCCC[N+](C)(C)C)CC5)CCOCC4)c3Cl)c2n1,0
COc1ccc(CC(=O)N2CCC(O)(c3cccnc3F)CC2)cc1,0
O=C(N[C@H]1CC(=O)N(c2ccccc2)C1)c1cn(Cc2cccnc2)nn1,0
Cc1n[nH]c([C@@H]2CCO[C@@H]2C)n1,0
COc1ccc(Cl)cc1S(=O)(=O)NC1CCC(N2CCN(c3ccccc3OCC3CC3)CC2)CC1,0
NC(=O)c1nn(-c2ccc3onc(N)c3c2)c2c(F)c(-c3ccc(N4CCCCC4=O)cc3F)ccc12,0
C[C@@H]1COCCN1C(=O)NC[C@H](C)Oc1ccccc1,0
CCNc1cc(C)ccc1C(=O)N(C)c1cccc(C)c1,0
Cc1cccc(C(=O)N(C)[C@@H](C)CC#N)n1,0
NC(=O)c1ccccc1-c1ccc(-c2cnc(N)cn2)c(F)c1,0
CSc1cccc(N2C(=O)N(Cc3ccccc3F)S(=O)(=O)c3cccnc32)c1,0
CC[C@H]1CCCN(C(C)(C)CNC(=O)[C@@H]2C[C@@H]2c2cnn(C)c2)C1,0
CCCOc1ncnc(NC[C@H](C)CN2CCCC2)c1N,0
NCC(=O)N(Cc1ccsc1)C1CC1,0
C=C(CCC)C1=CC=C(CC2CCCCCCC2)C2C=C(C3=CC=CC3)C=C12,0
CCCN(CC(F)(F)F)c1ccc(N)c(N)n1,0
CCC(=O)N(C[C@@H]1CCCO1)c1nc2c(C)c(C)ccc2s1,0
COCCN1CCC[C@@]2(CCN(CCCn3cccn3)C2)C1,0
CNC(=O)[C@@H](C)CN(C)C(=O)c1cc(=O)[nH]c2cc(F)ccc12,0
C[C@H]1Sc2ccc(C(=O)N3CCc4sccc4[C@@H]3c3cccs3)cc2NC1=O,0
Cc1nc(N)nc(C)c1CC(=O)N1CCC([C@H](C)N2CCOCC2)CC1,0
O=S(=O)(c1ccc(F)cc1)c1cn(C2CCNC2)c2ncccc12,0
O=C(c1ccc(F)c(F)c1)N1CCN(C(=O)c2ccccn2)CC1,0
N=C(N)NCCCC(NC(=O)CCN1c2ccccc2Sc2ccccc21)C(=O)NC(Cc1ccccc1)C(N)=O,0
COc1ccc(NC(=O)c2ccc(OC)c(S(=O)(=O)N3CCCCC3)c2)cc1OC,0
CCCCNC(=O)c1cc(S(=O)(=O)N(C)C(C)C)ccc1Cl,0
O=C(NCc1ccc(OCc2ccccc2)cc1)[C@H]1C[C@@H]2C=C[C@H]1C2,0
O=C(CN1c2cccc3cccc(c23)S1(=O)=O)Oc1ccc(F)cc1,0
COc1ccc(CN(C)CCc2ccccn2)cc1Br,0
CC1CCC(NC(=O)CN2CCC[C@H]2CN2CCOCC2)CC1,0
CCc1noc(CC)c1CNC(=O)NCc1cccc(CO)c1,0
NS(=O)(=O)c1ccc(NC(=O)NNS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,0
Nc1nc(-c2ccco2)c2cc[nH]c2n1,0
CCc1nc(CC)n(CCC(=O)Nc2ccccc2)n1,0
N#Cc1nc(-c2ccc(-c3ccccc3S(=O)(=O)C3CC3)cc2F)cnc1N,0
C[C@@H]1OCC[C@H]1C(=O)NCc1cc(Cl)c(Cl)n1C,0
CC(=O)c1cc(C(=O)NCCCn2ccc3ccccc32)n(C)c1,0
O=C(Cn1ccc(=O)[nH]c1=O)NC1(c2ccc(Cl)cc2)CC1,0
COc1ccc(N(CC(=O)NC2CCCC2)C(=O)CCC(=O)Nc2cc(C)on2)cc1OC,0
CC(=O)N1CCN(C2CCN(C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(c3ccc(F)cc3C)C2)CC1,0
CCN(CCC#N)C(=O)CNc1ccc(OC)c(OC(F)F)c1,0
Cn1ccnc1[C@H](O)[C@@H]1CCCN(Cc2ccc(-n3cncn3)cc2)C1,0
CCC(CC)NCCCCCNc1cc(OC)cc2cccnc12,0
Cc1nc(C)c(C(=O)NCCCc2ccccc2)s1,0
CCCNCc1sc(N2C[C@H](C)O[C@@H](C)C2)nc1C(C)C,0
COC(=O)[C@@H](CN1CCN(c2ccccc2)CC1)[C@@](O)(c1nccn1C)C(F)(F)F,0
Cc1ccc(-c2csc(-c3cccn3CC(=O)N3CCN(c4cccc(Cl)c4)CC3)n2)cc1,0
COCCN(C(=O)Cn1nnc2ccccc21)[C@@H](C(=O)NC1CCCCC1)c1ccccc1F,0
COc1ccc(C(=O)CSc2nnc(-c3cnccn3)n2Cc2ccco2)cc1,0
CCCn1c(=O)c2nc(C34CCC(C(=O)OC)(CC3)CC4)[nH]c2n(CCC)c1=O,0
Cc1cn(CC(=O)N2CC[C@@]3(CCCN(CCO)C3=O)C2)c(=O)[nH]c1=O,0
CN(C)C(=O)c1ccc(Sc2csc(C(=O)O)c2)nn1,0
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1cc(F)ccc1Cl,0
CSc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,0
N#Cc1ccc(N2CCC[C@H](NC(=O)N3CCC[C@H](N4CCCC4)C3)C2)c(F)c1,0
COc1cc2c(cc1OC)SC(C(=O)CC1(O)CC[N+](C)(Cc3ccccc3)CC1)C2,0
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc(Cl)c2)C1,0
CC1CC2SC=CC2CN1,0
CC12CCC(C)(O1)C1C(=O)N(c3cccc(C(F)(F)F)c3)C(=O)C12,0
CC(C)(C)c1ccc(N2CCC(NC(=O)NC[C@@H]3CCC[C@@H]3O)CC2)cc1,0
CC(C)CC[C@@](C)(O)CNC(=O)NC[C@H](c1ccc(F)cc1)N(C)C,0
CC1(C)CN(Cc2ccc(Oc3ccc(C(N)=O)cn3)cc2)C1c1ccccc1,0
CC(C)c1cccc2cc[n+](C)c(Cc3cccc(Cc4c5c(C(C)C)cccc5cc[n+]4C)c3)c12,0
Cc1ccccc1-c1cnc([C@H](N)C(C)C)nc1,0
O=S(=O)(CCCc1cn[nH]c1)c1nnc2ccc(C(F)(F)F)cn12,0
Cc1ncc2c(c1CNC(=O)c1ccc(S(N)(=O)=O)cc1)CCNC2,0
O=C([C@@H]1COc2ccccc2C1)N1CC(=O)N(C2CCCCC2)C[C@H](OCc2ccccn2)C1,0
O=C(C[C@H]1C[C@H]2CC[C@@H]1C2)Nc1ccc(Oc2ncccn2)cc1,0
CC(C)[C@H](Sc1ncc[nH]1)C(=O)N1CCC[C@H](C)C1,0
CN(C)Cc1ccccc1Sc1ccc(CCF)cc1N,0
Nc1nc(N)c(CCCC(O)c2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)c(=O)[nH]1,0
O=C(O[C@H](c1ccccc1)c1ccccn1)c1cccc2c1OCO2,0
O=C(Nc1ccc(F)cc1F)Nc1c(-c2ccc(Cl)cc2)nc2ccccn12,0
O=C(NCC#CCOc1cccc2cccnc12)NC1CCCCC1,0
CCNc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)Cc1ccccc1Cl,0
C#CCn1/c(=N\C(=O)[C@H]2Oc3ccccc3O[C@@H]2C)sc2cc(OCC)ccc21,0
COC(=O)c1ccccc1NC(=O)C1(c2ccccc2)CCCC1,0
Cn1ccnc1CN1CCc2n[nH]c(Nc3ccccc3)c2C1,0
Cc1occc1-c1nnc(SC[C@H]2CC2(Cl)Cl)o1,0
COCCNC(=O)c1ccc(Cl)c(NC(=O)Cc2ccccc2)c1,0
NC(=O)C1(NCc2cccc(Cl)c2)CCCCC1,0
CCN(CCOc1c(C)cccc1C)Cc1ccc(C#CCO)s1,0
COc1ccc(-c2cncc(C(=O)NCCC(C)C)c2)cc1OC,0
CC1(C)CC(=O)c2c(S(C)(=O)=O)sc(-c3cc[nH]n3)c2C1,0
CC[C@@H](C)C(=O)N1CCC[C@@H](C(=O)NCC(=O)OC2CCCCC2)C1,0
COc1ccc(-c2c3cc4c(cc3cc(=O)n2NC(=O)Nc2ccc(SC)cc2)OCO4)cc1,0
CN1C(=O)[C@@](O)(CC(=O)c2ccc3c(c2)OCCO3)c2cc(Br)ccc21,0
CC(C)[C@@H](C(=O)Nc1ccc2c(c1)nc(C(C)(C)C)n2C)N1CCCC1=O,0
O=C(NC1CCCCC1)c1cc2ccccc2n(CCN2CCOCC2)c1=O,0
c1ccc(CN2CCC(n3nnc4cnc5[nH]ccc5c43)CC2)cc1,0
CCCN[C@@H](C)c1ccnc(Sc2ncccc2Br)c1,0
O=C(N[C@H](c1ccco1)C(F)(F)F)c1cccc(-n2cccn2)c1,0
CC(C)C(=O)N1CCCC[C@@H]1C[C@@H](C)O,0
CON=C(c1ccc(Cl)cc1)C(CNOC)CN1CCN(c2ccccn2)CC1,0
CN1CCN(C(=O)c2ccccc2F)CC1,0
CCCCCCc1ccc(C(=O)[C@@H]2CC23C(=O)c2ccccc2C3=O)cc1,0
CC(C)N(C(=O)c1cc(C#N)cn1C)C1CCOCC1,0
COc1ccccc1NC(=O)CCNC(=O)Cn1ccc2ccccc2c1=O,0
CC(C)NC(=O)CN1C(=O)COc2cc(Br)ccc21,0
CC(C)(C)OC(=O)N1CCN(c2nc3ccccc3o2)[C@H](C(=O)O)C1,0
Cc1nnc(NC(=O)CSc2ccc(-c3ccncc3)nn2)s1,0
C[C@H](NC(=O)Nc1cnn(C(C)(C)C)c1)C1CCCCC1,0
Fc1cccc2[nH]cc(C3CCC(N4CCN(c5cccc6[nH]ccc56)CC4)CC3)c12,0
CCc1cc(C)c(C(=O)N2CC[C@@H](C)[C@@H](O)C2)o1,0
Cc1cc(S[C@@H]2CCC[C@@](NC3CC3)(C(N)=O)C2)n(C)n1,0
CC1NC(=O)C(C(C)C)NC(=O)CC(C=CCCCC(=O)O)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O,0
CCN(CC)C[C@H]1CCN(Cc2ccc(C)o2)C1,0
O=C(O)[C@@H]1CN(C(=O)c2c[nH]c(=O)c3ccccc23)C[C@H]1c1cccnc1,0
CN(C)C(=O)CN(c1ccccc1)S(=O)(=O)c1ccccc1F,0
COc1cccc([C@H](CO)NC(=O)[C@H]2C[C@@H]2c2ccc3ccccc3c2)c1,0
Nc1nc(NC(=O)c2ccccc2)n2nc(-c3ccco3)nc2n1,0
CCn1nnc(C2OC(n3cnc4c(N)nc(NC(C)Cc5ccc(Cl)cc5)nc43)C(O)C2O)n1,0
CCNC(=O)C1OC(n2cnc3c(Nc4ccc(OCC(=O)Nc5ccc(F)cc5)cc4)ncnc32)C(O)C1O,0
CCCC[C@H](CC)C[C@@H](O)[C@]1(N(C)C)CCC[C@H](C)C1,0
CCOC(=O)c1cc(-c2ccccc2OCC)nc(N)n1,0
COc1ccc(C)cc1[C@H](O)[C@@H]1CN2CCN1CC2,0
C[C@@H](Oc1ccccc1)C(=O)NCc1ccc(F)cc1C(F)(F)F,0
Cc1nn(C)c(Oc2cccc(C(F)(F)F)c2)c1C(=O)NC(C)c1ccc(C(=O)O)cc1,0
N#Cc1ccc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)cc1,0
CCn1cc([C@@H](C)NCc2ccsc2)c(C)n1,0
NC1(CC(=O)N2CCC[C@@H](c3cc[nH]n3)C2)CCC1,0
Cc1cnc2c(c1)nc(N)n2[C@@H]1C[C@H]1c1ccccc1,0
CO[C@H](C)c1nc(CN(C)C(=O)NCc2ccccc2C)cs1,0
O=C(Nc1cc(F)ccc1Cl)N[C@H]1CCC[C@H](C(F)(F)F)C1,0
Cc1n[nH]c(-c2ccc(NC3CCN(C(=O)OC(C)(C)C)CC3)cc2)n1,0
CC(C)c1cc(C(=O)N(CCC(F)(F)F)C2CCC2)nn1C(C)(C)C,0
CCc1cccc(C)c1NCCNc1cccc(OCC(C)C)c1,0
Cc1ccc(S(=O)(=O)NCCC(=O)N2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1C,0
CC12C=CC(=O)C=C1CC(CCCc1ccccc1)C1C2CCC2(C)C(=O)CCC12,0
CC(C)CO[C@@H]1CCCC(C)(C)[C@H]1N,0
O=C(CO)N(CCN1C2CCC1CC(c1cccc(O)c1)C2)CC1CCCCC1,0
Cc1nc(CNC(=O)[C@@H]2Cc3cccc(F)c3O2)sc1C,0
CCc1nnc(CNc2cc(Cl)ccc2N2CCOCC2)o1,0
CCCc1nc(CN2C[C@@H](C)O[C@H](C)C2)cs1,0
COc1ccc(N2Cc3c(Cl)cccc3C2=O)cc1OCCN1CCC(C)CC1,0
C=CC[N+](C)(C)Cc1c2n(c3ccccc13)Cc1c(C[N+](C)(C)CC=C)c3ccccc3n1C2,0
NC1=N[C@H](c2cccc(Cl)c2)N(CCc2ccc(F)cc2)C(N)=N1,0
Cc1ccc(NC(=O)c2ccc(N[C@@H](C)CO)nc2)cc1,0
CN[C@@H](C)c1c(F)cccc1N(C)Cc1cccc(C)n1,0
CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(OCc3ccccc3)c3ccccc23)CC1,0
COc1ccccc1[C@H](C)CC(=O)N1CC[C@H](O)C1,0
O=C(NCCCOC[C@@H]1CCOC1)c1cccnc1Nc1cccc(F)c1,0
Cc1cc(F)cc(N[C@@H]2CC[C@H](C)[C@H](C)C2)c1,0
Cc1cccc(S(=O)(=O)NC(CC(=O)NCC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)c2nnc(-c3ccccc3)o2)c1,0
CC[C@@H](CCO)CN1CC[C@H](NC(C)C)C1=O,0
CCCCc1nnc(NC(=O)N2CCC[C@H](C(=O)OCC)C2)s1,0
CC(C)[C@@H](NC1CCOCC1)C(=O)N1CCN(c2nccs2)CC1,0
O=C(c1cc(-c2ccsc2)n[nH]1)N1CC[C@@H](Cc2cccc(CO)c2)C1,0
O=C(NCc1cccnc1OC1CCCC1)c1nc2ccccc2c(=O)[nH]1,0
Cc1ccc(Cc2cnc(NC(=O)c3cn4cccnc4n3)s2)cc1Cl,0
CN(CC1CCN(C(=O)c2ccc(N3CCC(=O)NC3=O)cc2)CC1)C1CC(C(=O)N2CCC([C@@H]3CCNc4c(C(N)=O)c(-c5ccc(Oc6ccccc6)cc5)nn43)CC2)C1,0
CC1CSC(COc2ncccc2Cl)CN1C(=O)c1ccccc1-n1nccn1,0
O=C1CCCN1C[C@@H]1CCCCN1C(=O)Nc1cnn(C[C@H]2CCCO2)c1,0
O=C(Nc1cc(Cl)ccc1Cl)c1csc(-c2cnccn2)n1,0
CC(C)[C@H](CNC(=O)CN1CCN(C(C)C)CC1)c1ccccc1,0
O=C1c2cc(F)ccc2-n2c1nc1ccc(F)cc1c2=O,0
CCOC(=O)N1CCN(C(=O)C(CNS(C)(=O)=O)NC(=O)c2cc(OCC(=O)N3CCCC3C(=O)NC3CCC3)n(-c3ccccc3)n2)CC1,0
O=C(COc1ccc(Br)cc1)N[C@H](c1ccccc1)C1CC1,0
O=C(c1cc(C2CC2)[nH]n1)N1CCC[C@H]1Cc1ccccc1,0
COCCn1c(=O)n(CCCCOc2ccccc2)c2cc(C(=O)O)ccc21,0
Cc1ccc(C(C)(C)C)cc1SCC(=O)NCc1ccc(OCC(N)=O)cc1,0
CC(C)c1cccc(NC(=O)Nc2ccc(S(N)(=O)=O)cc2)c1,0
O=C1CC[C@H]2CN(Cc3cccc4nonc34)CC[C@H]2N1CCCCO,0
COc1cccc(NC(=O)[C@H](C)c2c(C)n[nH]c2C)c1,0
COc1ccc(CN2CCc3nn(C)c(=O)cc3C2)c(O)c1,0
CC(C)CCNC(=O)c1c(N)n(-c2ccc(S(N)(=O)=O)cc2)c2nc3ccccc3nc12,0
Cc1c(C(=O)c2ccc(OC(C)C)cc2)c(O)n(Cc2ccccc2Cl)c(=O)c1C#N,0
CC1(C)CN(C2CN(c3cc(-c4cnc(N)c(OC(F)F)c4)nc(N4CCC(F)(F)C4)n3)C2)CCO1,0
CC[C@H](c1cccs1)N(CC)C1CCC(N)CC1,0
O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccc(-n2ccccc2=O)cc1,0
COc1cccc(CN2CCC(NC(=O)c3ccc4ccccc4c3)CC2)c1,0
CCn1c(=O)c2c(nc(Cc3c(F)cccc3F)n2C)n(Cc2cccs2)c1=O,0
CSc1cccc2sc(NC(=O)c3ccccc3Br)nc12,0
Cc1cc2ccccc2nc1NC(c1ccc(C(=O)NCCC(=O)O)cc1)C1CC(C)(C)C1,0
CCn1nc(C)c(N)c1C(=O)O[C@@H]1CCOC2(CCC2)C1,0
CN1CCN(c2cn(S(=O)(=O)c3ccccc3Br)c3ccccc23)CC1,0
Nc1cnc(-c2ccc(CC3CCCCC3)c(Oc3ncccn3)c2F)cn1,0
CN(C)C(C)(C)CNC(=O)CSc1ccccc1Cl,0
CS(=O)(=O)c1ccccc1-c1ccc(N2CCCC(NS(=O)(=O)c3ccc4onc(N)c4c3)C2=O)c(F)c1,0
Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)NC2CCCN(CC(=O)NCC(F)(F)F)C2)cn1,0
C#Cc1cccc(N(C)Cc2csc(CC(=O)Nc3ccccc3)n2)c1,0
COc1ccc(CC[C@@H](C)NC(=O)Nc2cccc(CN(C)C(C)=O)c2)cc1,0
COc1ccccc1C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1,0
N#CC1=Cc2ccccc2CC=C1,0
COc1cccc2c1OCC[C@H]2N[C@H]1CC(=O)N(C)[C@@H]1c1ccc(F)cc1,0
CCC[C@H](CCO)CNC(=O)c1ccc(S(=O)(=O)C(F)F)cc1,0
CN(C)c1ccc(-c2nn3c(-c4ccccc4Br)nnc3s2)cc1,0
CCn1cc(NCc2ccc(N(C)C)cc2)c(C(=O)O)n1,0
Cc1cc(-c2n[nH]c3c2CN(C(=O)[C@@]2(C)CCCO2)CC3)no1,0
CC(C)c1cnn2c(NCc3ccc(NC(=O)CCCN4CCN(CCCCCc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3)nc(OC3CCN(C)CC3)nc12,0
Cc1ccc(-n2nc(C)cc2NC(=O)c2ccoc2C)nn1,0
Cc1cc(Cl)c2[nH]c(C(=O)N3CCN(C)CC3)cc2c1,0
CCC(=O)NCCC1CCc2ccccc2N1Cc1ccccc1,0
COC(=O)CCCN[C@@H]1CC[C@H](N)C1,0
CCN(CC)C(=O)c1ccc(NC(=O)N2CC[C@@H](Nc3ccccc3)C2)cc1,0
CC(C)(C)c1ccc(OCC(=O)NCc2ccc(F)cc2)c(Br)c1,0
CN1CCN(C[C@H](NC(=O)Nc2ccc(F)cc2Cl)c2ccccc2)CC1,0
CCCN[C@@]1(C(=O)O)CCC[C@@H](N2CC[C@H](C)C[C@@H]2C)C1,0
CC(C)N(CC1CCNCC1)c1nccnc1C#N,0
O=C(C1CCCCC1)N1CCC(NC2CCCC2)CC1,0
COc1ccc2c(c1)C(=Nc1ccc(NC(=O)Nc3ccc(S(N)(=O)=O)cc3)cc1)C(=O)N2,0
Cc1ccc(NC(=O)N(C[C@H](C)O)C(C)C)c(OCCN(C)C)c1,0
OCC[C@@H]1CN(CC#Cc2ccccc2)CCN1CCCc1ccccc1,0
CC1C2Cc3ccc(C(N)=O)c(N)c3C1(C)CCN2CC1CC1,0
O=C(NCC[C@H](O)c1cccs1)c1cccc(Cl)c1,0
Cc1c(C(=O)NCc2ccc(F)cc2)cnn1-c1ccc(C(F)(F)F)cn1,0
CCCN1C(=O)C(=O)c2cc(Cl)ccc21,0
COc1ccc2c(c1)c(C(C)CNC(C)=O)cn2C,0
C=CCCC(=O)Oc1ccc(O[C@H]2CCCCNC2=O)cc1,0
Cc1cc(Oc2ccc(C(N)=O)cn2)c(C)cc1N,0
