smiles,pred(Caco-2_LogPapp),pred(CYP3A4_pIC50),pred(CYP2C9_pIC50),pred(CYP2D6_pIC50),pred(CYP3A4_pIC50)_log,pred(CYP2C9_pIC50)_log,pred(CYP2D6_pIC50)_log,CYP3A4_class,CYP2C9_class,CYP2D6_class
O=C(O)c1cccc(-c2ncccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,1.07059140803995,4.69293986879724,4.98593177052639,4.64506218403136,20.279634862522595,10.329236696294878,22.64320069922384,0,0,0
COc1nc(NCCCN2CCOCC2)nc(OC)c1NC(=O)c1ccc(Oc2cc3c(cc2C)CCC3(C)C)o1,0.0264159060034636,4.96091564023967,5.02346257582393,4.82290766506307,10.94168883042068,9.474088214312689,15.034615816498274,0,0,0
Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccccc1,1.10304507987367,4.65926396655394,4.70693253396375,4.67323801197051,21.914725415143753,19.636653012613095,21.220811519287786,0,0,0
CC(C)N1CCN(C(=O)N2CCC(NC(=O)C3CCCC3)CC2)CC1,0.464523459302899,4.52350404686276,4.51485500267647,4.51468484475406,29.95683677780898,30.559412259642695,30.57138787785457,0,0,0
CC(C)N1CCN(C(=O)N2CCC(C(C)(C)C)CC2)CC1,1.16420633811303,4.66409569837315,4.63031675386821,4.66423239742186,21.67226495936991,23.42519668982838,21.66544444489554,0,0,0
CC(C)N1CCN(C(=O)N2CCC(C(=O)N3CC4CCC(CC4)C3)CC2)CC1,1.05174460468581,4.58053634321892,4.58618073988011,4.62203836656817,26.270216792847503,25.93099969828459,23.87600347518675,0,0,0
CC(C)N1CCN(C(=O)N2CCC(C(=O)OC(C)(C)C)CC2)CC1,1.36741163870315,4.69311597637279,4.63844142113666,4.6346622406099,20.27141308336182,22.991037979486983,23.19197634542865,0,0,0
O=C(OCc1ccccc1)N1CCC(CNc2ccncc2)CC1,1.40570622413588,5.71381308183849,6.54052409378908,6.27903910644787,1.9328000054316348,0.2880553238010766,0.5259699028124443,1,1,1
O=C(OCc1ccccc1)N1CCC(CNc2ccncn2)CC1,1.64946669004975,5.70650660103585,6.40748822558927,6.17127011798146,1.965592104440804,0.3913017357923852,0.6741086221873457,1,1,1
O=C(OCc1ccccc1)N1CCC(CNc2nncs2)CC1,1.82358743976405,4.48791528293784,4.88563886266126,4.71109495350762,32.515071777928,13.012511829760037,19.449347974452635,0,0,0
O=C(OCc1ccccc1)N1CCC(CNc2nccs2)CC1,1.59276038745877,4.62616717117106,5.03878024408272,5.02841831701033,23.65009169097742,9.14575905940074,9.36659372128483,0,0,0
O=C(OCc1ccccc1)N1CCC(CNc2ncccn2)CC1,1.57722856620582,4.46114187363952,4.60934221721276,4.62575785170967,34.58263861466888,24.58429636863917,23.67239224165009,0,0,0
O=C(OCc1ccccc1)N1CCC(CNc2cnccn2)CC1,1.78869993726084,5.12383431904122,5.29020949978948,5.9937893342419,7.519096887245916,5.126140438902997,1.014403328953162,0,0,1
O=C(OCc1ccccc1)N1CCC(CNc2cccnc2)CC1,1.72186760461214,5.54845125849574,5.64235012987952,6.27707822154653,2.8284515344831096,2.2785043923344723,0.5283500811380584,1,1,1
O=C(OCc1ccccc1)N1CCC(CNc2ccccn2)CC1,1.50934490097225,4.53394299665679,4.89203425317877,4.84002173444473,29.24536212794591,12.822294481300071,14.45367434932278,0,0,0
O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2ccccc2)CC1,0.859350025542733,4.61127904607698,4.58343947937944,5.23744751086763,24.474901571906084,26.09519344319751,5.788319421517894,0,0,0
O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(Cl)c2)CC1,0.600338906800397,4.66903527382801,4.62999975711088,5.18752197668187,21.427165604907696,23.44230126383857,6.493487716319923,0,0,0
O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(F)c2)CC1,0.835485285995256,4.6221556457817,4.59130806148431,5.15892702428412,23.86955674151747,25.62665596121054,6.935423340832452,0,0,0
CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(C)CC3)cc1,0.960088731204806,4.76738636822922,4.70835289441644,4.87288406047754,17.08494683787383,19.57253622727638,13.40034376082059,0,0,0
CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2CC1,0.530442562080599,4.67212498773589,4.67396187852707,4.8761534767387,21.275266665482437,21.185470887763447,13.299843274347838,0,0,0
CC(C)Nc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2,0.519892246090373,4.98065824490258,4.78282960873663,4.81268352341335,10.455426542100136,16.488091590576783,15.392759240380812,0,0,0
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,0.559496200461773,4.55658369717484,4.51320498924913,4.60889372735856,27.759798080912137,30.675737359048853,24.60969734197105,0,0,0
CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c2ccccc12,0.0008782206667376,4.60968153819601,4.98250572379069,4.47361013410684,24.56509578019443,10.411043862819202,33.60391410157069,0,0,0
O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br,-0.305654819406811,4.56021319205773,4.55201848342691,4.53211623963483,27.52877003946144,28.05314242181492,29.36863490397377,0,0,0
CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)c1,0.285939199572379,4.88681181209316,4.97534288138276,4.70365798780987,12.97741484779147,10.584177600434648,19.78527140959329,0,0,0
O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,1.13589603283256,4.60667630633942,4.76608504401137,4.60337469305216,24.735670873216723,17.136217114091522,24.92443411990233,0,0,0
NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12,0.614078551660894,5.73942994097706,5.14700658894965,4.97186969080284,1.822090983384336,7.128422150752371,10.669161992960843,1,0,0
CCc1ccccc1N(CC(=O)NCc1ccc(Cl)cc1)S(=O)(=O)c1ccc(C)cc1,0.683607508900078,5.78955233974813,5.53082985247578,4.86007668703686,1.6234826818780186,2.9455754228126496,13.80140540038428,1,1,0
NC1CN(c2cc(-c3ccsc3)ncn2)CC1c1cc(F)c(F)cc1F,1.0689264239656,4.88346554124572,4.77608414103378,5.37512224783344,13.07779299524275,16.74618400861072,4.2157781845506666,0,0,0
CS(=O)(=O)c1cccc(-c2ncnc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)n2)c1,1.02363726077734,4.6502451627274,4.67677527844276,4.69980188568885,22.37457719121779,21.048673016369214,19.961727115085633,0,0,0
NC1CN(c2cc(-c3cccc(S(=O)(=O)N4CCOCC4)c3)ncn2)CC1c1cc(F)c(F)cc1F,1.06890765218099,4.99518992582312,5.14026211869981,5.07344115002353,10.111371666773298,7.239988582286298,8.444206591332449,0,0,0
NC1CN(c2cc(-c3cccc(C(=O)O)c3)ncn2)CC1c1cc(F)c(F)cc1F,0.123733950773505,4.63254525705724,4.63903754618037,4.63746678224,23.30530242207499,22.959501471219955,23.04269215307749,0,0,0
O=C(O)COc1ccc(Cl)cc1C1CCCCCC1,0.828847279615986,4.64233995534294,4.70119867407065,4.50660809250628,22.78557773159732,19.8976288595712,31.145256183842303,0,0,0
Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1,1.31626434304786,4.65628955977637,4.66594332598251,4.69521340176817,22.065330673816728,21.580260061540624,20.17374831063266,0,0,0
Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4)N(CCc4ccccc4)C(=O)CO5)CC3)cccc2n1,0.806441549468961,4.9120246596943,4.81123871446708,5.07018760124765,12.245466662522492,15.444053077946254,8.507704533437849,0,0,0
Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4)N(Cc4ccccc4)C(=O)CO5)CC3)cccc2n1,0.804859747010253,4.98484238682614,4.87767286823889,4.97132018073001,10.355179063169723,13.25339469555563,10.682670160535231,0,0,0
Cc1ccc2c(OCCN3CCN(Cc4cc(F)c5c(c4)N(C)C(=O)CO5)CC3)cccc2n1,1.28714501649564,4.66030138311697,4.6491999063502,4.68129294973066,21.862439309672435,22.428492995097063,20.830852812310123,0,0,0
Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4F)N(C)C(=O)CO5)CC3)cccc2n1,1.19818119233463,4.66656933187864,4.66267937957422,4.69149984512313,21.549175995637363,21.743057803690743,20.346989214589524,0,0,0
CCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)c(F)c21,1.13834565819266,4.79881321058811,4.73043986154562,4.77600567745355,15.892301271454263,18.602021348490332,16.749209799429817,0,0,0
Cc1cc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc(C)n1,0.67829066718868,4.64160108040589,4.64629203898016,4.61494728865267,22.824376340858635,22.57916935556389,24.269046363569743,0,0,0
Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN(C)C)c3)nc(-c3ccc(C)o3)n2)n1,0.455189831845155,4.63567623721202,4.67048810502299,4.68110114932135,23.137890571550813,21.35560576535222,20.840054514478528,0,0,0
COc1cc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc(OC)c1,0.023059803797162,4.88999333981394,4.84224770815816,4.73614200100167,12.882693079825952,14.379781659790067,18.35937949687703,0,0,0
Cc1cc(Oc2ccccc2Oc2ccccc2)c(CN(C)C)cn1,1.39665307438663,4.71608270359922,4.70101958245654,4.77335630153668,19.227255454300288,19.90583581007466,16.851699200887573,0,0,0
CNCc1cnc(C)cc1Oc1ccccc1Oc1ccccc1,1.31718490879028,4.86738465066225,4.73378354276198,4.81651482953185,13.571109333602076,18.4593522474782,15.257562950484068,0,0,0
Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1,1.13219022668171,4.73538470964572,4.73753855434876,4.67875892528644,18.391421184934774,18.300436375819324,20.95275209981655,0,0,0
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCOCC1,1.27480237098371,5.27044037292271,4.75141512331277,5.02377919682325,5.364875242001258,17.724944201426815,9.467183677852796,0,0,0
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCCC1,1.01769000055288,4.76548420796301,4.64557971855698,5.39031622616899,17.159941068376238,22.616233608840957,4.0708375684792895,0,0,0
O=C(Cn1c(=O)oc2ccc(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCOCC1,1.37763340244852,5.23952031274917,4.76847936803633,5.02255025833728,5.760758738049163,17.04200278582849,9.494011242557775,0,0,0
O=C(Cn1c(=O)oc2ccc(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCCC1,1.13808771311295,4.77121441588802,4.64912487122612,5.39384851259088,16.93501493993644,22.432368407327168,4.0378621414546885,0,0,0
Cc1cc2ncc(=O)n(CC(=O)N3CCCC(c4ccccc4)C3CN3CCOCC3)c2cc1C,1.34408208410271,4.88283500836892,4.68568107996906,4.74533369342391,13.096793852187348,20.621436730291094,17.974892700299392,0,0,0
Cc1cc2ncc(=O)n(CC(=O)N3CCCC(c4ccccc4)C3CN3CCCC3)c2cc1C,1.10771973701316,4.68869218026519,4.64822564491201,4.78869026360325,20.4789563223068,22.47886375669912,16.267085015490792,0,0,0
O=C(Cn1c(=O)cnc2cc(Cl)c(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCOCC1,1.17315108140963,5.01044066884277,4.69356342995763,4.8366781052385,9.762461432245988,20.25053820293006,14.565382522996645,0,0,0
O=C(Cn1c(=O)cnc2cc(Cl)c(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCCC1,0.93479751706659,4.73940746890039,4.63605796137036,5.01867607529346,18.221852678603288,23.117562403159976,9.579082744017397,0,0,0
Cc1cc2c(cc1C)N(CC(=O)N1CCCC(c3ccccc3)C1CN1CCCC1)C(=O)CO2,0.99646353354768,4.72755624953512,4.61863571179462,4.91365622498067,18.72594530100637,24.063804366457767,12.199548980280582,0,0,0
O=C1COc2cc(Cl)c(Cl)cc2N1CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1,0.970551064260986,5.13147087717177,4.70319346022633,4.93559697950404,7.38803803883008,19.806445340558444,11.598531878818507,0,0,0
O=C1COc2cc(Cl)c(Cl)cc2N1CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1,0.712674127813408,4.75642353325086,4.61058088897806,5.17204811796115,17.521709138801683,24.51427823648861,6.729020974950402,0,0,0
COCCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1)c1ccc(Cl)c(Cl)c1,0.794507984834522,5.35930375261603,4.71008414631306,5.07756198578307,4.372162020793448,19.494668460744464,8.364462033267142,0,0,0
COCCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1,0.524447709588892,4.78149595500668,4.59159199510639,5.40076266916914,16.538801888426224,25.60990720771317,3.9740866381464306,0,0,0
N#CCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1)c1ccc(Cl)c(Cl)c1,0.904080722104246,5.36629863182653,4.77418624181929,5.18551727576353,4.302306713077632,16.81952621803842,6.523530905835577,0,0,0
N#CCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1,0.636542532272845,4.80156647983971,4.61499141899227,5.56061726495062,15.79186854437545,24.26658041732824,2.7503168847102666,0,0,1
CN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1)c1ccc(Cl)c(Cl)c1,0.713963182360059,5.16446197596117,4.72784604895188,5.15240580152776,6.84759433609919,18.71345387399743,7.040349165487441,0,0,0
CCCCNc1nccc2[nH]c3ccccc3c12,1.15412693578432,5.02253390829966,4.82352659014893,5.04400631729804,9.49436867367754,15.013204829713146,9.036363292275682,0,0,0
O=C(O)c1cc2occc2[nH]1,0.148646625397902,4.585891299488,4.61811384614839,4.62711761086369,25.948287461873488,24.092737778013333,23.59839080927968,0,0,0
O=C(O)c1cc2sccc2[nH]1,0.455467836604367,4.60944425313815,4.63984933395694,4.65076910094943,24.578521055163392,22.91662541620194,22.34760050097675,0,0,0
CC1(C)COC(c2ccc(Cc3c[nH]cn3)cc2)=N1,1.25972851529637,5.5985442171093,6.03526039152567,6.13791369241593,2.5203205635231147,0.9220184434348874,0.7279244509947426,1,1,1
CC1CC(C)(C)N=C(c2cccc(Cc3c[nH]cn3)c2)O1,1.1797881061525,5.92170748347421,5.9016000457277,6.13665128353583,1.1975468604598,1.2542957602351017,0.7300434628888645,1,1,1
CCCC#Cc1cccc(Cc2c[nH]cn2)c1,1.27245923708067,6.65493855086732,6.96098543521984,6.54698048718649,0.2213407866639626,0.1093993054514335,0.2838046538762547,1,1,1
C(#Cc1cccc(Cc2c[nH]cn2)c1)c1ccccc1,0.7698734009631,6.20407727615646,6.64405312131865,6.29929939477842,0.625061462615075,0.2269587227264883,0.5019964029476891,1,1,1
CC(C)(C)C#Cc1cccc(Cc2c[nH]cn2)c1,1.12943586356577,5.64612876744521,6.01566890085215,6.03792777950028,2.258765951339311,0.9645641115878616,0.916372864620264,1,1,1
CC(C)(C)CC(=O)c1cccc(Cc2c[nH]cn2)c1,1.22249252012091,6.08687824374439,6.26156499665595,6.30151948914264,0.818694280293925,0.5475641461979487,0.4994367672759972,1,1,1
Cc1ccc2c(NC3CC3)noc2c1-c1ccc2c(NC(C)C)nncc2c1,1.02134060172551,4.78582230404579,5.27928794901218,4.73671465220366,16.374863783961615,5.256686182807949,18.335187173992857,0,0,0
Cc1ccccc1-c1nncc2cc(-c3c(C)ccc4c(NC5CC5)noc34)ccc12,0.800171563202781,4.83869231122478,5.17703979391184,4.6399902708802,14.497986425159311,6.652122007680796,22.90918973648928,0,0,0
Clc1ccc(C23CNCC2C3)cc1Cl,0.962291406617491,4.9470619108141,4.75408210396469,5.12670664115148,11.296348681884856,17.616429739195546,7.469531427203568,0,0,0
COc1cccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(Cl)c(Cl)cc43)cc2)c1,0.213961925486375,5.3124122835368,4.82692555657233,5.07015314533185,4.87065890180274,14.896163944403204,8.508379541737815,0,0,0
CC(=O)Nc1ccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(C)c(C)cc43)cc2)cc1,0.601761693717096,5.07843657678168,4.76249316153334,4.80709223150822,8.347634460237169,17.278531873315305,15.592213344311862,0,0,0
CNC(=O)c1cccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)Cn3c(=O)cnc4cc(Cl)c(Cl)cc43)cc2)c1,0.549854302714947,5.27938078338675,4.80581345332495,4.83692410933904,5.255562638667264,15.638192206677086,14.557134365721293,0,0,0
CN(C(=O)CN(CC#N)c1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccc(-c2cccc(C(N)=O)c2)cc1,0.241498745537396,4.94143207659284,4.64387766575093,4.91300003823989,11.443738452327176,22.70504328867414,12.217995525846831,0,0,0
COCCN(CC(=O)N(C)C(CN1CCCC1)c1ccc(-c2ccc(C(N)=O)cc2)cc1)c1ccc(Cl)c(Cl)c1,0.297297355300186,4.80078960393468,4.57975498966297,4.75860178481495,15.820142681286438,26.3175229503932,17.434047109610447,0,0,0
CNC(=O)c1cccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)Cn3c(=O)cnc4cc(C)c(C)cc43)cc2)c1,0.534777006271326,5.1506886929109,4.7567416764434,4.71724130626861,7.068240320023774,17.50887827992143,19.176029702924644,0,0,0
CN(CC(=O)N(C)C(CN1CCOCC1)c1ccc(-c2ccccc2)cc1)c1ccc(Cl)c(Cl)c1,-0.018805005293269,5.11873354276889,4.77072842416799,5.17431418973206,7.607929109997675,16.953976460504148,6.694001575972176,0,0,0
CN(CC(=O)N(C)C(CN1CCCC1)c1ccc(-c2ccccc2)cc1)c1ccc(Cl)c(Cl)c1,-0.13578934279541,4.76529845789443,4.56225624257955,5.350316327475,17.167282036560714,27.399570645022912,4.463583592676963,0,0,0
CC(C)N1CCC(COc2ncc(C(=O)c3ccc(Cl)cc3)n2C)CC1,1.01734410246092,4.63961548735495,4.57847431811407,5.1004714045795,22.928968234818353,26.395244053076944,7.934664995805512,0,0,0
NC(=O)C1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,0.583743540842522,4.94812424125067,4.74711641266089,4.78800309782479,11.268750380979744,17.90125946355495,16.29284410904128,0,0,0
NCCC(=O)Nc1cccc2c1cnn2S(=O)(=O)c1cccc2ccccc12,0.0905169600840436,5.25308748297058,5.51013968405144,4.87220525556444,5.583577095149005,3.089301646977672,13.42130495648259,0,0,0
O=C(Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1)C1CCNCC1,-0.114632584043944,5.18247083683711,4.75684896324565,4.77336125913444,6.569452293035948,17.504553473521554,16.851506834940384,0,0,0
O=C(Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1)C1CCCNC1,0.0876199297958474,5.3858939352353,4.80336429380354,4.83024083087182,4.112501456454239,15.726631337079194,14.782884002817534,0,0,0
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,1.12544937779709,4.61862517738476,5.35938686115624,4.6415899385069,24.064388074202267,4.371325424306532,22.8249619116371,0,0,0
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,0.493282533090923,4.69057079226772,4.63799071134982,4.72208155061018,20.39056255703295,23.014910409594656,18.963497964844866,0,0,0
CCNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,0.4448704370176,4.62906524909395,4.62805474269177,4.68474604776474,23.49279834792154,23.547524493344596,20.66588233074005,0,0,0
NC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,0.377353043357279,4.61367659902049,4.62480692198439,4.66127487137857,24.340158444297646,23.724282019560487,21.813488669989276,0,0,0
CNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,0.405554726949247,4.59724570814877,4.60516530598068,4.65034865241038,25.278674156190164,24.82188127498163,22.36924610337406,0,0,0
CC(C)CNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,0.353839857374584,4.63980709943027,4.6081394746019,4.69372925671105,22.918854134114177,24.65247490584295,20.242807411685153,0,0,0
CC(C)N(C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)C(C)C,0.262497974276528,4.90044653402227,4.61298506026548,4.66122651406389,12.576316718266469,24.37894680527702,21.815917668073887,0,0,0
CN(C)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,0.570513957675328,4.60697454817496,4.58804151342294,4.65665202270843,24.71869004636874,25.820133688567196,22.046922593128343,0,0,0
O=C(c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)N1CCCC1,0.510894397622303,4.61151395488173,4.60782133194225,4.66166856005935,24.461666738205665,24.670540706032547,21.793723665554943,0,0,0
O=C(c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)N1CCCCC1,0.612025484776638,4.62207441728439,4.60267631518053,4.66358076271879,23.87402161417457,24.96454670962346,21.6979766389461,0,0,0
O=C(c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)N1CCOCC1,0.448018416466052,4.61860293403717,4.62540767675141,4.65809599224688,24.065620616356465,23.691487169502494,21.973741328046717,0,0,0
